GAME_DATE,TEAM,TEAM_FULL,PLAYER,PTS,REB,AST,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,EFG_PCT,TS_PCT,MIN,didHit30,didHit4Threes,r3_EFG,r5_EFG,r3_TS,r5_TS,r3_PTS,r5_PTS,r3_FG3_PCT,r5_FG3_PCT
2025-11-02,OKC,Oklahoma City Thunder,Aaron Wiggins,15.0,1.0,1.0,6,11,54.5,3,6,50.0,0,0,0.0,68.2,68.2,26,0,0,68.2,68.2,68.2,68.2,15.0,15.0,50.0,50.0
2025-11-02,UTAH,Utah Jazz,Ace Bailey,6.0,0.0,1.0,3,8,37.5,0,3,0.0,0,0,0.0,37.5,37.5,19,0,0,37.5,37.5,37.5,37.5,6.0,6.0,0.0,0.0
2025-11-02,PHI,Philadelphia 76ers,Adem Bona,2.0,3.0,0.0,1,2,50.0,0,0,0.0,0,0,0.0,50.0,50.0,14,0,0,50.0,50.0,50.0,50.0,2.0,2.0,0.0,0.0
2025-11-02,OKC,Oklahoma City Thunder,Ajay Mitchell,10.0,5.0,8.0,2,8,25.0,0,3,0.0,6,8,75.0,25.0,43.4,30,0,0,25.0,25.0,43.4,43.4,10.0,10.0,0.0,0.0
2025-11-02,OKC,Oklahoma City Thunder,Alex Caruso,8.0,2.0,0.0,3,5,60.0,2,3,66.7,0,0,0.0,80.0,80.0,12,0,0,80.0,80.0,80.0,80.0,8.0,8.0,66.7,66.7
2025-11-02,PHI,Philadelphia 76ers,Andre Drummond,5.0,8.0,0.0,2,4,50.0,0,1,0.0,1,2,50.0,50.0,51.2,23,0,0,50.0,50.0,51.2,51.2,5.0,5.0,0.0,0.0
2025-11-02,MIA,Miami Heat,Andrew Wiggins,15.0,9.0,1.0,6,16,37.5,1,6,16.7,2,3,66.7,40.6,43.3,37,0,0,40.6,40.6,43.3,43.3,15.0,15.0,16.7,16.7
2025-11-02,LAL,Los Angeles Lakers,Austin Reaves,26.0,4.0,11.0,9,22,40.9,4,14,28.6,4,5,80.0,50.0,53.7,38,0,1,50.0,50.0,53.7,53.7,26.0,26.0,28.6,28.6
2025-11-02,MIA,Miami Heat,Bam Adebayo,17.0,8.0,5.0,6,11,54.5,1,5,20.0,4,4,100.0,59.1,66.6,36,0,0,59.1,59.1,66.6,66.6,17.0,17.0,20.0,20.0
2025-11-02,SA,San Antonio Spurs,Bismack Biyombo,0.0,1.0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
