GAME_DATE,TEAM,TEAM_FULL,PLAYER,PTS,REB,AST,STL,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,EFG_PCT,TS_PCT,MIN,didHit30,didHit4Threes,didHitOver_PTS,didHitOver_REB,didHitOver_AST,didHitOver_FG3M,didHitOver_STL,r3_PTS,r5_PTS,r3_FG3_PCT,r5_FG3_PCT
2025-11-06,LAC,LA Clippers,John Collins,13.0,4.0,1.0,1.0,5,11,45.5,2,3,66.7,1,3,33.3,54.5,52.8,23,0,0,0,0,0,0,0,13.0,13.0,66.7,66.7
2025-11-06,PHX,Phoenix Suns,Jordan Goodwin,0.0,1.0,0.0,0.0,0,4,0.0,0,2,0.0,0,0,0.0,0.0,0.0,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-06,PHX,Phoenix Suns,Khaman Maluach,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-06,LAC,LA Clippers,Kobe Brown,0.0,7.0,2.0,0.0,0,2,0.0,0,1,0.0,0,0,0.0,0.0,0.0,16,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-06,LAC,LA Clippers,Kris Dunn,9.0,2.0,6.0,1.0,3,4,75.0,1,1,100.0,2,2,100.0,87.5,92.2,24,0,0,0,0,1,0,0,9.0,9.0,100.0,100.0
2025-11-06,PHX,Phoenix Suns,Mark Williams,13.0,10.0,0.0,2.0,4,8,50.0,0,0,0.0,5,6,83.3,50.0,61.1,28,0,0,1,1,0,0,0,13.0,13.0,0.0,0.0
2025-11-06,PHX,Phoenix Suns,Nick Richards,3.0,3.0,0.0,0.0,1,1,100.0,0,0,0.0,1,2,50.0,100.0,79.8,11,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0
2025-11-06,LAC,LA Clippers,Nicolas Batum,0.0,2.0,1.0,0.0,0,3,0.0,0,3,0.0,0,0,0.0,0.0,0.0,18,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-06,PHX,Phoenix Suns,Nigel Hayes-Davis,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-06,PHX,Phoenix Suns,Oso Ighodaro,0.0,3.0,1.0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-06,PHX,Phoenix Suns,Rasheer Fleming,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-06,PHX,Phoenix Suns,Royce O'Neale,17.0,4.0,2.0,0.0,6,11,54.5,5,10,50.0,0,0,0.0,77.3,77.3,28,0,1,1,0,0,0,0,17.0,17.0,50.0,50.0
2025-11-06,PHX,Phoenix Suns,Ryan Dunn,10.0,5.0,3.0,1.0,3,7,42.9,1,3,33.3,3,3,100.0,50.0,60.1,25,0,0,1,0,1,0,0,10.0,10.0,33.3,33.3
2025-11-06,LAC,LA Clippers,Yanic Konan Niederhauser,4.0,1.0,0.0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,100.0,100.0,3,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0
