GAME_DATE,TEAM,TEAM_FULL,PLAYER,PTS,REB,AST,STL,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,EFG_PCT,TS_PCT,MIN,didHit30,didHit4Threes,didHitOver_PTS,didHitOver_REB,didHitOver_AST,didHitOver_FG3M,didHitOver_STL,r3_PTS,r5_PTS,r3_FG3_PCT,r5_FG3_PCT
2025-11-08,WSH,Washington Wizards,Marvin Bagley III,10.0,5.0,1.0,0.0,4,7,57.1,0,0,0.0,2,2,100.0,57.1,63.5,17,0,0,0,0,0,0,0,10.0,10.0,0.0,0.0
2025-11-08,CHI,Chicago Bulls,Matas Buzelis,4.0,4.0,0.0,0.0,1,6,16.7,0,3,0.0,2,2,100.0,16.7,29.1,18,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0
2025-11-08,DAL,Dallas Mavericks,Max Christie,12.0,7.0,2.0,3.0,4,14,28.6,1,5,20.0,3,3,100.0,32.1,39.2,31,0,0,0,1,0,0,0,12.0,12.0,20.0,20.0
2025-11-08,LAL,Los Angeles Lakers,Maxi Kleber,1.0,2.0,1.0,0.0,0,1,0.0,0,1,0.0,1,2,50.0,0.0,26.6,14,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
2025-11-08,NO,New Orleans Pelicans,Micah Peavy,0.0,5.0,0.0,0.0,0,4,0.0,0,1,0.0,0,0,0.0,0.0,0.0,18,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-08,IND,Indiana Pacers,Monte Morris,3.0,2.0,0.0,1.0,1,5,20.0,0,2,0.0,1,2,50.0,20.0,25.5,15,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0
2025-11-08,ATL,Atlanta Hawks,Mouhamed Gueye,21.0,7.0,7.0,2.0,8,12,66.7,4,5,80.0,1,1,100.0,83.3,84.4,34,0,1,0,0,0,0,0,21.0,21.0,80.0,80.0
2025-11-08,DAL,Dallas Mavericks,Moussa Cisse,5.0,9.0,1.0,0.0,2,3,66.7,0,0,0.0,1,4,25.0,66.7,52.5,19,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0
2025-11-08,ATL,Atlanta Hawks,N'Faly Dante,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-08,DAL,Dallas Mavericks,Naji Marshall,30.0,8.0,2.0,3.0,9,14,64.3,3,4,75.0,9,11,81.8,75.0,79.6,31,1,0,1,1,0,0,0,30.0,30.0,75.0,75.0
2025-11-08,PHX,Phoenix Suns,Nick Richards,4.0,5.0,0.0,0.0,2,3,66.7,0,0,0.0,0,0,0.0,66.7,66.7,15,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0
2025-11-08,LAL,Los Angeles Lakers,Nick Smith Jr.,3.0,1.0,2.0,1.0,1,8,12.5,1,4,25.0,0,0,0.0,18.8,18.8,23,0,0,0,0,0,0,0,3.0,3.0,25.0,25.0
2025-11-08,LAC,LA Clippers,Nicolas Batum,9.0,3.0,0.0,1.0,3,7,42.9,3,7,42.9,0,0,0.0,64.3,64.3,25,0,0,0,0,0,0,0,9.0,9.0,42.9,42.9
2025-11-08,DEN,Denver Nuggets,Nikola Jokic,32.0,14.0,14.0,1.0,10,14,71.4,1,1,100.0,11,12,91.7,75.0,83.0,32,1,0,1,1,1,0,0,32.0,32.0,100.0,100.0
2025-11-08,MIA,Miami Heat,Nikola Jovic,29.0,9.0,7.0,2.0,10,16,62.5,3,7,42.9,6,8,75.0,71.9,74.3,31,0,0,1,1,1,0,0,29.0,29.0,42.9,42.9
2025-11-08,CHI,Chicago Bulls,Nikola Vucevic,9.0,5.0,4.0,2.0,4,11,36.4,0,2,0.0,1,2,50.0,36.4,37.9,29,0,0,0,0,1,0,1,9.0,9.0,0.0,0.0
2025-11-08,MIA,Miami Heat,Norman Powell,22.0,2.0,3.0,2.0,7,16,43.8,1,5,20.0,7,8,87.5,46.9,56.4,30,0,0,0,0,0,0,1,22.0,22.0,20.0,20.0
2025-11-08,TOR,Toronto Raptors,Ochai Agbaji,0.0,2.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-08,ATL,Atlanta Hawks,Onyeka Okongwu,12.0,8.0,4.0,3.0,6,14,42.9,0,3,0.0,0,0,0.0,42.9,42.9,32,0,0,0,0,1,0,0,12.0,12.0,0.0,0.0
2025-11-08,PHX,Phoenix Suns,Oso Ighodaro,0.0,0.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-08,DAL,Dallas Mavericks,P.J. Washington,14.0,9.0,5.0,1.0,4,8,50.0,0,2,0.0,6,6,100.0,50.0,65.8,37,0,0,0,1,1,0,0,14.0,14.0,0.0,0.0
2025-11-08,IND,Indiana Pacers,Pascal Siakam,14.0,6.0,5.0,0.0,5,16,31.2,0,2,0.0,4,6,66.7,31.2,37.6,33,0,0,0,0,1,0,0,14.0,14.0,0.0,0.0
2025-11-08,CHI,Chicago Bulls,Patrick Williams,11.0,1.0,2.0,0.0,3,5,60.0,3,4,75.0,2,2,100.0,90.0,93.5,23,0,0,1,0,0,0,0,11.0,11.0,75.0,75.0
2025-11-08,MIA,Miami Heat,Pelle Larsson,16.0,1.0,5.0,0.0,7,10,70.0,1,3,33.3,1,1,100.0,75.0,76.6,27,0,0,1,0,1,0,0,16.0,16.0,33.3,33.3
2025-11-08,DEN,Denver Nuggets,Peyton Watson,16.0,7.0,1.0,3.0,7,13,53.8,1,4,25.0,1,1,100.0,57.7,59.5,27,0,0,0,0,0,0,0,16.0,16.0,25.0,25.0
2025-11-08,PHI,Philadelphia 76ers,Quentin Grimes,13.0,2.0,2.0,0.0,4,8,50.0,3,6,50.0,2,2,100.0,68.8,73.2,28,0,0,0,0,0,0,0,13.0,13.0,50.0,50.0
2025-11-08,TOR,Toronto Raptors,RJ Barrett,22.0,3.0,6.0,0.0,7,12,58.3,2,4,50.0,6,7,85.7,66.7,72.9,34,0,0,0,0,0,0,0,22.0,22.0,50.0,50.0
2025-11-08,IND,Indiana Pacers,RayJ Dennis,0.0,2.0,1.0,0.0,0,3,0.0,0,2,0.0,0,0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-08,POR,Portland Trail Blazers,Robert Williams III,0.0,3.0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-08,PHX,Phoenix Suns,Royce O'Neale,12.0,7.0,5.0,2.0,4,8,50.0,4,8,50.0,0,0,0.0,75.0,75.0,29,0,1,1,1,1,0,0,12.0,12.0,50.0,50.0
2025-11-08,LAL,Los Angeles Lakers,Rui Hachimura,8.0,2.0,0.0,0.0,3,9,33.3,2,3,66.7,0,0,0.0,44.4,44.4,23,0,0,0,0,0,0,0,8.0,8.0,66.7,66.7
2025-11-08,PHX,Phoenix Suns,Ryan Dunn,6.0,4.0,1.0,1.0,3,5,60.0,0,1,0.0,0,0,0.0,60.0,60.0,20,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0
2025-11-08,DAL,Dallas Mavericks,Ryan Nembhard,0.0,0.0,2.0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-08,NO,New Orleans Pelicans,Saddiq Bey,10.0,2.0,4.0,1.0,4,11,36.4,2,5,40.0,0,0,0.0,45.5,45.5,30,0,0,0,0,0,0,0,10.0,10.0,40.0,40.0
2025-11-08,CLE,Cleveland Cavaliers,Sam Merrill,8.0,2.0,8.0,0.0,3,8,37.5,2,6,33.3,0,0,0.0,50.0,50.0,28,0,0,0,0,1,0,0,8.0,8.0,33.3,33.3
2025-11-08,TOR,Toronto Raptors,Sandro Mamukelashvili,10.0,3.0,2.0,2.0,3,5,60.0,1,3,33.3,3,3,100.0,70.0,79.1,17,0,0,1,0,0,0,0,10.0,10.0,33.3,33.3
2025-11-08,TOR,Toronto Raptors,Scottie Barnes,18.0,5.0,4.0,2.0,7,14,50.0,2,5,40.0,2,3,66.7,57.1,58.7,32,0,0,0,0,0,0,1,18.0,18.0,40.0,40.0
2025-11-08,POR,Portland Trail Blazers,Shaedon Sharpe,21.0,9.0,1.0,1.0,9,19,47.4,1,8,12.5,2,3,66.7,50.0,51.7,28,0,0,1,1,0,0,1,21.0,21.0,12.5,12.5
2025-11-08,POR,Portland Trail Blazers,Sidy Cissoko,3.0,2.0,0.0,0.0,1,4,25.0,0,1,0.0,1,1,100.0,25.0,33.8,17,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0
2025-11-08,MIA,Miami Heat,Simone Fontecchio,7.0,1.0,0.0,0.0,2,4,50.0,2,4,50.0,1,1,100.0,75.0,78.8,18,0,0,0,0,0,0,0,7.0,7.0,50.0,50.0
2025-11-08,DEN,Denver Nuggets,Spencer Jones,6.0,1.0,2.0,0.0,2,4,50.0,1,2,50.0,1,2,50.0,62.5,61.5,20,0,0,0,0,0,0,0,6.0,6.0,50.0,50.0
2025-11-08,SA,San Antonio Spurs,Stephon Castle,14.0,4.0,14.0,1.0,5,13,38.5,0,6,0.0,4,4,100.0,38.5,47.4,35,0,0,0,0,1,0,0,14.0,14.0,0.0,0.0
2025-11-08,DEN,Denver Nuggets,Tim Hardaway Jr.,17.0,3.0,4.0,0.0,6,13,46.2,5,9,55.6,0,0,0.0,65.4,65.4,24,0,1,0,0,0,0,0,17.0,17.0,55.6,55.6
2025-11-08,IND,Indiana Pacers,Tony Bradley,6.0,5.0,3.0,0.0,3,4,75.0,0,0,0.0,0,0,0.0,75.0,75.0,16,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0
2025-11-08,POR,Portland Trail Blazers,Toumani Camara,13.0,7.0,1.0,0.0,5,17,29.4,3,13,23.1,0,0,0.0,38.2,38.2,39,0,0,0,1,0,0,0,13.0,13.0,23.1,23.1
2025-11-08,WSH,Washington Wizards,Tre Johnson,9.0,9.0,0.0,1.0,4,13,30.8,1,6,16.7,0,0,0.0,34.6,34.6,26,0,0,0,0,0,0,0,9.0,9.0,16.7,16.7
2025-11-08,CHI,Chicago Bulls,Tre Jones,17.0,6.0,4.0,1.0,3,9,33.3,0,3,0.0,11,12,91.7,33.3,59.5,30,0,0,1,1,0,0,0,17.0,17.0,0.0,0.0
2025-11-08,PHI,Philadelphia 76ers,Trendon Watford,20.0,17.0,10.0,0.0,8,10,80.0,1,2,50.0,3,5,60.0,85.0,82.0,37,0,0,1,1,1,0,0,20.0,20.0,50.0,50.0
2025-11-08,NO,New Orleans Pelicans,Trey Murphy III,41.0,9.0,3.0,1.0,15,22,68.2,5,11,45.5,6,6,100.0,79.5,83.2,38,1,1,1,1,0,0,1,41.0,41.0,45.5,45.5
2025-11-08,PHI,Philadelphia 76ers,Tyrese Maxey,31.0,4.0,7.0,1.0,12,24,50.0,3,10,30.0,4,5,80.0,56.2,59.2,43,1,0,1,1,1,0,0,31.0,31.0,30.0,30.0
2025-11-08,CLE,Cleveland Cavaliers,Tyrese Proctor,6.0,2.0,1.0,0.0,2,5,40.0,2,5,40.0,0,0,0.0,60.0,60.0,13,0,0,0,0,0,0,0,6.0,6.0,40.0,40.0
2025-11-08,PHI,Philadelphia 76ers,VJ Edgecombe,11.0,7.0,4.0,3.0,5,15,33.3,0,4,0.0,1,2,50.0,33.3,34.6,36,0,0,0,1,1,0,1,11.0,11.0,0.0,0.0
2025-11-08,SA,San Antonio Spurs,Victor Wembanyama,18.0,18.0,3.0,1.0,8,19,42.1,2,9,22.2,0,0,0.0,47.4,47.4,32,0,0,0,1,0,0,0,18.0,18.0,22.2,22.2
2025-11-08,ATL,Atlanta Hawks,Vit Krejci,17.0,3.0,1.0,0.0,6,13,46.2,2,9,22.2,3,4,75.0,53.8,57.6,24,0,0,0,0,0,0,0,17.0,17.0,22.2,22.2
2025-11-08,ATL,Atlanta Hawks,Zaccharie Risacher,19.0,1.0,4.0,2.0,7,14,50.0,3,7,42.9,2,2,100.0,60.7,63.8,27,0,0,1,0,1,0,0,19.0,19.0,42.9,42.9
2025-11-08,DEN,Denver Nuggets,Zeke Nnaji,0.0,1.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
