GAME_DATE,TEAM,TEAM_FULL,PLAYER,PTS,REB,AST,STL,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,EFG_PCT,TS_PCT,MIN,didHit30,didHit4Threes,didHitOver_PTS,didHitOver_REB,didHitOver_AST,didHitOver_FG3M,didHitOver_STL,r3_PTS,r5_PTS,r3_FG3_PCT,r5_FG3_PCT
2025-11-07,DAL,Dallas Mavericks,Daniel Gafford,0.0,1.0,0.0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,DET,Detroit Pistons,Daniss Jenkins,3.0,1.0,0.0,1.0,1,3,33.3,0,1,0.0,1,4,25.0,33.3,31.5,5,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0
2025-11-07,CLE,Cleveland Cavaliers,Darius Garland,20.0,2.0,9.0,1.0,7,16,43.8,4,9,44.4,2,2,100.0,56.2,59.2,28,0,1,1,0,1,0,0,20.0,20.0,44.4,44.4
2025-11-07,MIA,Miami Heat,Davion Mitchell,9.0,5.0,5.0,3.0,4,7,57.1,1,3,33.3,0,0,0.0,64.3,64.3,32,0,0,0,1,0,0,1,9.0,9.0,33.3,33.3
2025-11-07,BKN,Brooklyn Nets,Day'Ron Sharpe,7.0,4.0,3.0,0.0,2,3,66.7,1,2,50.0,2,4,50.0,83.3,73.5,17,0,0,0,0,0,0,0,7.0,7.0,50.0,50.0
2025-11-07,CLE,Cleveland Cavaliers,De'Andre Hunter,8.0,5.0,2.0,1.0,2,9,22.2,0,3,0.0,4,4,100.0,22.2,37.2,21,0,0,0,1,0,0,0,8.0,8.0,0.0,0.0
2025-11-07,SAC,Sacramento Kings,DeMar DeRozan,18.0,5.0,3.0,0.0,7,13,53.8,4,7,57.1,0,0,0.0,69.2,69.2,29,0,1,0,1,0,0,0,18.0,18.0,57.1,57.1
2025-11-07,SAC,Sacramento Kings,Dennis Schroder,2.0,2.0,8.0,0.0,0,10,0.0,0,5,0.0,2,2,100.0,0.0,9.2,25,0,0,0,0,1,0,0,2.0,2.0,0.0,0.0
2025-11-07,BOS,Boston Celtics,Derrick White,16.0,2.0,10.0,3.0,7,16,43.8,1,6,16.7,1,1,100.0,46.9,48.7,37,0,0,0,0,1,0,1,16.0,16.0,16.7,16.7
2025-11-07,ORL,Orlando Magic,Desmond Bane,22.0,6.0,7.0,1.0,8,15,53.3,2,5,40.0,4,5,80.0,60.0,64.0,36,0,0,1,1,1,0,1,22.0,22.0,40.0,40.0
2025-11-07,SAC,Sacramento Kings,Devin Carter,2.0,1.0,1.0,1.0,0,3,0.0,0,2,0.0,2,2,100.0,0.0,25.8,5,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0
2025-11-07,SA,San Antonio Spurs,Devin Vassell,15.0,3.0,3.0,4.0,4,12,33.3,4,10,40.0,3,4,75.0,50.0,54.5,33,0,1,0,0,1,0,1,15.0,15.0,40.0,40.0
2025-11-07,CLE,Cleveland Cavaliers,Donovan Mitchell,24.0,5.0,5.0,4.0,8,20,40.0,4,10,40.0,4,4,100.0,50.0,55.1,26,0,1,0,1,0,0,1,24.0,24.0,40.0,40.0
2025-11-07,MIN,Minnesota Timberwolves,Donte DiVincenzo,3.0,6.0,2.0,1.0,1,4,25.0,1,4,25.0,0,0,0.0,37.5,37.5,21,0,0,0,1,0,0,0,3.0,3.0,25.0,25.0
2025-11-07,BKN,Brooklyn Nets,Drake Powell,6.0,4.0,2.0,0.0,3,7,42.9,0,3,0.0,0,0,0.0,42.9,42.9,27,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0
2025-11-07,GS,Golden State Warriors,Draymond Green,17.0,6.0,4.0,1.0,6,12,50.0,5,10,50.0,0,0,0.0,70.8,70.8,26,0,1,1,0,0,0,1,17.0,17.0,50.0,50.0
2025-11-07,SAC,Sacramento Kings,Drew Eubanks,16.0,1.0,0.0,1.0,8,11,72.7,0,0,0.0,0,2,0.0,72.7,67.3,24,0,0,0,0,0,0,0,16.0,16.0,0.0,0.0
2025-11-07,MIA,Miami Heat,Dru Smith,5.0,0.0,3.0,1.0,2,5,40.0,1,2,50.0,0,0,0.0,50.0,50.0,16,0,0,0,0,0,0,0,5.0,5.0,50.0,50.0
2025-11-07,DET,Detroit Pistons,Duncan Robinson,7.0,1.0,8.0,2.0,3,6,50.0,1,4,25.0,0,0,0.0,58.3,58.3,31,0,0,0,0,0,0,0,7.0,7.0,25.0,25.0
2025-11-07,DAL,Dallas Mavericks,Dwight Powell,0.0,4.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,ATL,Atlanta Hawks,Dyson Daniels,7.0,8.0,8.0,2.0,2,10,20.0,1,3,33.3,2,2,100.0,25.0,32.2,35,0,0,0,1,1,0,0,7.0,7.0,33.3,33.3
2025-11-07,BKN,Brooklyn Nets,E.J. Liddell,2.0,1.0,0.0,0.0,1,2,50.0,0,0,0.0,0,0,0.0,50.0,50.0,5,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0
2025-11-07,BKN,Brooklyn Nets,Egor Demin,8.0,3.0,7.0,1.0,3,8,37.5,2,5,40.0,0,0,0.0,50.0,50.0,23,0,0,1,1,1,0,0,8.0,8.0,40.0,40.0
2025-11-07,UTAH,Utah Jazz,Elijah Harkless,1.0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,1,2,50.0,0.0,56.8,7,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
2025-11-07,CLE,Cleveland Cavaliers,Evan Mobley,18.0,10.0,3.0,1.0,7,16,43.8,0,4,0.0,4,7,57.1,43.8,47.2,28,0,0,0,1,0,0,0,18.0,18.0,0.0,0.0
2025-11-07,ORL,Orlando Magic,Franz Wagner,27.0,6.0,6.0,0.0,9,18,50.0,2,7,28.6,7,7,100.0,55.6,64.0,37,0,0,1,1,1,0,0,27.0,27.0,28.6,28.6
2025-11-07,MEM,Memphis Grizzlies,GG Jackson,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,GS,Golden State Warriors,Gary Payton II,2.0,2.0,1.0,0.0,1,2,50.0,0,1,0.0,0,0,0.0,50.0,50.0,6,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0
2025-11-07,MIL,Milwaukee Bucks,Gary Trent Jr.,5.0,3.0,0.0,0.0,2,9,22.2,1,5,20.0,0,0,0.0,27.8,27.8,23,0,0,0,0,0,0,0,5.0,5.0,20.0,20.0
2025-11-07,MIL,Milwaukee Bucks,Giannis Antetokounmpo,41.0,15.0,9.0,2.0,16,32,50.0,1,3,33.3,8,11,72.7,51.6,55.6,37,1,0,1,1,1,0,1,41.0,41.0,33.3,33.3
2025-11-07,ORL,Orlando Magic,Goga Bitadze,0.0,7.0,1.0,0.0,0,1,0.0,0,0,0.0,0,2,0.0,0.0,0.0,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,TOR,Toronto Raptors,Gradey Dick,11.0,1.0,0.0,1.0,3,7,42.9,3,4,75.0,2,2,100.0,64.3,69.8,13,0,0,1,0,0,0,0,11.0,11.0,75.0,75.0
2025-11-07,GS,Golden State Warriors,Gui Santos,1.0,4.0,0.0,1.0,0,1,0.0,0,1,0.0,1,2,50.0,0.0,26.6,6,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0
2025-11-07,SA,San Antonio Spurs,Harrison Barnes,24.0,5.0,2.0,2.0,8,11,72.7,6,9,66.7,2,2,100.0,100.0,101.0,39,0,1,1,1,1,0,0,24.0,24.0,66.7,66.7
2025-11-07,BOS,Boston Celtics,Hugo Gonzalez,0.0,4.0,1.0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,DEN,Denver Nuggets,Hunter Tyson,0.0,1.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,TOR,Toronto Raptors,Immanuel Quickley,18.0,5.0,6.0,3.0,5,11,45.5,3,7,42.9,5,6,83.3,59.1,66.0,34,0,0,1,1,1,0,1,18.0,18.0,42.9,42.9
2025-11-07,CHI,Chicago Bulls,Isaac Okoro,6.0,4.0,0.0,1.0,3,6,50.0,0,2,0.0,0,0,0.0,50.0,50.0,17,0,0,0,1,0,0,0,6.0,6.0,0.0,0.0
2025-11-07,UTAH,Utah Jazz,Isaiah Collier,10.0,0.0,3.0,0.0,4,8,50.0,1,3,33.3,1,2,50.0,56.2,56.3,26,0,0,0,0,0,0,0,10.0,10.0,33.3,33.3
2025-11-07,OKC,Oklahoma City Thunder,Isaiah Hartenstein,33.0,19.0,3.0,1.0,14,17,82.4,0,0,0.0,5,6,83.3,82.4,84.0,31,1,0,1,1,1,0,0,33.0,33.0,0.0,0.0
2025-11-07,OKC,Oklahoma City Thunder,Isaiah Joe,14.0,6.0,1.0,1.0,4,8,50.0,3,6,50.0,3,4,75.0,68.8,71.7,28,0,0,1,0,0,0,0,14.0,14.0,50.0,50.0
2025-11-07,DET,Detroit Pistons,Isaiah Stewart,4.0,3.0,1.0,0.0,2,2,100.0,0,0,0.0,0,0,0.0,100.0,100.0,9,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,Ja Morant,21.0,5.0,13.0,3.0,7,20,35.0,0,4,0.0,7,7,100.0,35.0,45.5,32,0,0,0,1,1,0,1,21.0,21.0,0.0,0.0
2025-11-07,TOR,Toronto Raptors,Ja'Kobe Walter,0.0,0.0,0.0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,HOU,Houston Rockets,Jabari Smith Jr.,5.0,8.0,2.0,0.0,2,6,33.3,0,1,0.0,1,2,50.0,33.3,36.3,27,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0
2025-11-07,DAL,Dallas Mavericks,Jaden Hardy,8.0,3.0,2.0,1.0,2,5,40.0,2,5,40.0,2,2,100.0,60.0,68.0,17,0,0,0,0,0,0,0,8.0,8.0,40.0,40.0
2025-11-07,MIN,Minnesota Timberwolves,Jaden McDaniels,22.0,7.0,1.0,3.0,9,14,64.3,3,3,100.0,1,2,50.0,75.0,73.9,27,0,0,1,1,0,0,1,22.0,22.0,100.0,100.0
2025-11-07,HOU,Houston Rockets,Jae'Sean Tate,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,MIA,Miami Heat,Jaime Jaquez Jr.,18.0,8.0,9.0,0.0,8,15,53.3,1,1,100.0,1,2,50.0,56.7,56.7,33,0,0,0,0,0,0,0,18.0,18.0,100.0,100.0
2025-11-07,TOR,Toronto Raptors,Jakob Poeltl,12.0,10.0,1.0,1.0,4,5,80.0,0,0,0.0,4,4,100.0,80.0,88.8,25,0,0,1,1,0,0,1,12.0,12.0,0.0,0.0
2025-11-07,DET,Detroit Pistons,Jalen Duren,30.0,11.0,0.0,3.0,11,14,78.6,0,0,0.0,8,8,100.0,78.6,85.6,30,1,0,1,0,0,0,0,30.0,30.0,0.0,0.0
2025-11-07,ATL,Atlanta Hawks,Jalen Johnson,21.0,7.0,4.0,1.0,8,14,57.1,2,5,40.0,3,3,100.0,64.3,68.5,33,0,0,1,0,0,0,0,21.0,21.0,40.0,40.0
2025-11-07,DEN,Denver Nuggets,Jalen Pickett,0.0,2.0,3.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,CHI,Chicago Bulls,Jalen Smith,7.0,5.0,3.0,0.0,3,6,50.0,0,2,0.0,1,2,50.0,50.0,50.9,17,0,0,0,1,0,0,0,7.0,7.0,0.0,0.0
2025-11-07,ORL,Orlando Magic,Jalen Suggs,14.0,3.0,5.0,0.0,5,8,62.5,4,6,66.7,0,0,0.0,87.5,87.5,21,0,1,1,1,1,0,0,14.0,14.0,66.7,66.7
2025-11-07,BKN,Brooklyn Nets,Jalen Wilson,9.0,1.0,1.0,0.0,3,5,60.0,3,4,75.0,0,0,0.0,90.0,90.0,11,0,0,0,0,0,0,0,9.0,9.0,75.0,75.0
2025-11-07,DEN,Denver Nuggets,Jamal Murray,23.0,4.0,8.0,2.0,8,12,66.7,5,7,71.4,2,2,100.0,87.5,89.3,31,0,1,1,1,1,0,1,23.0,23.0,71.4,71.4
2025-11-07,TOR,Toronto Raptors,Jamal Shead,0.0,1.0,2.0,1.0,0,3,0.0,0,3,0.0,0,0,0.0,0.0,0.0,14,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,WSH,Washington Wizards,Jamir Watkins,6.0,6.0,0.0,0.0,3,4,75.0,0,1,0.0,0,0,0.0,75.0,75.0,20,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0
2025-11-07,TOR,Toronto Raptors,Jamison Battle,0.0,0.0,0.0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,Jaren Jackson Jr.,17.0,4.0,0.0,0.0,6,9,66.7,2,5,40.0,3,3,100.0,77.8,82.4,29,0,0,0,0,0,0,0,17.0,17.0,40.0,40.0
2025-11-07,CLE,Cleveland Cavaliers,Jarrett Allen,16.0,14.0,3.0,2.0,7,13,53.8,0,0,0.0,2,4,50.0,53.8,54.2,26,0,0,1,1,1,0,1,16.0,16.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,Javon Small,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,DET,Detroit Pistons,Javonte Green,8.0,3.0,1.0,1.0,2,5,40.0,1,3,33.3,3,4,75.0,50.0,59.2,20,0,0,0,0,0,0,0,8.0,8.0,33.3,33.3
2025-11-07,BOS,Boston Celtics,Jaylen Brown,32.0,9.0,3.0,1.0,15,28,53.6,1,6,16.7,1,2,50.0,55.4,55.4,36,1,0,1,1,0,0,0,32.0,32.0,16.7,16.7
2025-11-07,MIN,Minnesota Timberwolves,Jaylen Clark,6.0,1.0,2.0,2.0,2,4,50.0,1,1,100.0,1,2,50.0,62.5,61.5,20,0,0,0,0,0,0,0,6.0,6.0,100.0,100.0
2025-11-07,MEM,Memphis Grizzlies,Jaylen Wells,8.0,5.0,1.0,0.0,2,7,28.6,1,3,33.3,3,4,75.0,35.7,45.7,25,0,0,0,1,0,0,0,8.0,8.0,33.3,33.3
2025-11-07,OKC,Oklahoma City Thunder,Jaylin Williams,6.0,3.0,1.0,0.0,2,7,28.6,2,7,28.6,0,0,0.0,42.9,42.9,21,0,0,0,0,0,0,0,6.0,6.0,28.6,28.6
2025-11-07,CLE,Cleveland Cavaliers,Jaylon Tyson,10.0,4.0,2.0,1.0,3,7,42.9,2,3,66.7,2,2,100.0,57.1,63.5,23,0,0,1,0,0,0,0,10.0,10.0,66.7,66.7
2025-11-07,SA,San Antonio Spurs,Jeremy Sochan,2.0,2.0,2.0,0.0,0,5,0.0,0,2,0.0,2,2,100.0,0.0,17.0,15,0,0,0,0,1,0,0,2.0,2.0,0.0,0.0
2025-11-07,MIL,Milwaukee Bucks,Jericho Sims,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-07,GS,Golden State Warriors,Jimmy Butler III,16.0,3.0,3.0,1.0,5,10,50.0,0,3,0.0,6,7,85.7,50.0,61.2,31,0,0,0,0,0,0,0,16.0,16.0,0.0,0.0
2025-11-07,MIN,Minnesota Timberwolves,Joan Beringer,6.0,3.0,0.0,0.0,3,3,100.0,0,0,0.0,0,1,0.0,100.0,87.2,9,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0
2025-11-07,MEM,Memphis Grizzlies,Jock Landale,11.0,7.0,3.0,0.0,4,8,50.0,0,2,0.0,3,6,50.0,50.0,51.7,29,0,0,1,1,1,0,0,11.0,11.0,0.0,0.0
