GAME_DATE,TEAM,TEAM_FULL,PLAYER,PTS,REB,AST,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,EFG_PCT,TS_PCT,MIN,didHit30,didHit4Threes,r3_EFG,r5_EFG,r3_TS,r5_TS,r3_PTS,r5_PTS,r3_FG3_PCT,r5_FG3_PCT,STL,didHitOver_PTS,didHitOver_REB,didHitOver_AST,didHitOver_FG3M,didHitOver_STL
2025-10-31,BOS,Boston Celtics,Jaylen Brown,32.0,3.0,6.0,13,19,68.4,4,7,57.1,2,3,66.7,78.9,78.7,32,1,1,78.9,78.9,78.7,78.7,32.0,32.0,57.1,57.1,,,,,,
2025-10-31,MEM,Memphis Grizzlies,Jaylen Wells,16.0,7.0,0.0,7,16,43.8,2,9,22.2,0,1,0.0,50.0,48.7,27,0,0,50.0,50.0,48.7,48.7,16.0,16.0,22.2,22.2,,,,,,
2025-10-31,CLE,Cleveland Cavaliers,Jaylon Tyson,18.0,3.0,4.0,7,14,50.0,4,8,50.0,0,0,0.0,64.3,64.3,33,0,1,64.3,64.3,64.3,64.3,18.0,18.0,50.0,50.0,,,,,,
2025-10-31,POR,Portland Trail Blazers,Jerami Grant,16.0,5.0,0.0,4,11,36.4,1,6,16.7,7,7,100.0,40.9,56.8,32,0,0,40.9,40.9,56.8,56.8,16.0,16.0,16.7,16.7,,,,,,
2025-10-31,NO,New Orleans Pelicans,Jeremiah Fears,13.0,4.0,8.0,4,14,28.6,2,5,40.0,3,3,100.0,35.7,42.4,29,0,0,35.7,35.7,42.4,42.4,13.0,13.0,40.0,40.0,,,,,,
2025-10-31,MEM,Memphis Grizzlies,Jock Landale,16.0,5.0,1.0,6,8,75.0,2,2,100.0,2,2,100.0,87.5,90.1,25,0,0,87.5,87.5,90.1,90.1,16.0,16.0,100.0,100.0,,,,,,
2025-10-31,PHI,Philadelphia 76ers,Joel Embiid,20.0,6.0,3.0,6,13,46.2,1,2,50.0,7,7,100.0,50.0,62.2,25,0,0,50.0,50.0,62.2,62.2,20.0,20.0,50.0,50.0,,,,,,
2025-10-31,LAC,LA Clippers,John Collins,14.0,3.0,1.0,6,10,60.0,1,3,33.3,1,1,100.0,65.0,67.0,19,0,0,65.0,65.0,67.0,67.0,14.0,14.0,33.3,33.3,,,,,,
2025-10-31,MEM,Memphis Grizzlies,John Konchar,6.0,1.0,2.0,2,2,100.0,2,2,100.0,0,0,0.0,150.0,150.0,13,0,0,150.0,150.0,150.0,150.0,6.0,6.0,100.0,100.0,,,,,,
2025-10-31,DEN,Denver Nuggets,Jonas Valanciunas,10.0,3.0,1.0,4,8,50.0,0,0,0.0,2,2,100.0,50.0,56.3,11,0,0,50.0,50.0,56.3,56.3,10.0,10.0,0.0,0.0,,,,,,
2025-10-31,NY,New York Knicks,Jordan Clarkson,6.0,1.0,2.0,1,4,25.0,1,4,25.0,3,3,100.0,37.5,56.4,13,0,0,37.5,37.5,56.4,56.4,6.0,6.0,25.0,25.0,,,,,,
2025-10-31,PHX,Phoenix Suns,Jordan Goodwin,7.0,4.0,3.0,3,8,37.5,1,5,20.0,0,0,0.0,43.8,43.8,17,0,0,43.8,43.8,43.8,43.8,7.0,7.0,20.0,20.0,,,,,,
2025-10-31,NO,New Orleans Pelicans,Jordan Poole,30.0,2.0,2.0,9,15,60.0,7,13,53.8,5,5,100.0,83.3,87.2,33,1,1,83.3,83.3,87.2,87.2,30.0,30.0,53.8,53.8,,,,,,
2025-10-31,NO,New Orleans Pelicans,Jose Alvarado,4.0,2.0,1.0,1,3,33.3,1,3,33.3,1,2,50.0,50.0,51.5,16,0,0,50.0,50.0,51.5,51.5,4.0,4.0,33.3,33.3,,,,,,
2025-10-31,CHI,Chicago Bulls,Josh Giddey,32.0,10.0,9.0,12,21,57.1,4,8,50.0,4,6,66.7,66.7,67.7,38,1,1,66.7,66.7,67.7,67.7,32.0,32.0,50.0,50.0,,,,,,
2025-10-31,NY,New York Knicks,Josh Hart,0.0,1.0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-10-31,BOS,Boston Celtics,Josh Minott,2.0,8.0,1.0,0,5,0.0,0,2,0.0,2,4,50.0,0.0,14.8,22,0,0,0.0,0.0,14.8,14.8,2.0,2.0,0.0,0.0,,,,,,
2025-10-31,POR,Portland Trail Blazers,Jrue Holiday,11.0,3.0,13.0,4,13,30.8,2,7,28.6,1,2,50.0,38.5,39.6,32,0,0,38.5,38.5,39.6,39.6,11.0,11.0,28.6,28.6,,,,,,
2025-10-31,CHI,Chicago Bulls,Julian Phillips,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-10-31,PHI,Philadelphia 76ers,Justin Edwards,2.0,4.0,1.0,1,5,20.0,0,3,0.0,0,0,0.0,20.0,20.0,12,0,0,20.0,20.0,20.0,20.0,2.0,2.0,0.0,0.0,,,,,,
2025-10-31,UTAH,Utah Jazz,Jusuf Nurkic,7.0,6.0,2.0,2,3,66.7,1,2,50.0,2,4,50.0,83.3,73.5,17,0,0,83.3,83.3,73.5,73.5,7.0,7.0,50.0,50.0,,,,,,
2025-10-31,NY,New York Knicks,Karl-Anthony Towns,22.0,10.0,4.0,6,14,42.9,1,5,20.0,9,9,100.0,46.4,61.2,32,0,0,46.4,46.4,61.2,61.2,22.0,22.0,20.0,20.0,,,,,,
2025-10-31,NO,New Orleans Pelicans,Karlo Matkovic,0.0,2.0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-10-31,LAC,LA Clippers,Kawhi Leonard,34.0,5.0,5.0,11,16,68.8,5,8,62.5,7,7,100.0,84.4,89.1,36,1,1,84.4,84.4,89.1,89.1,34.0,34.0,62.5,62.5,,,,,,
2025-10-31,ATL,Atlanta Hawks,Keaton Wallace,11.0,3.0,7.0,4,5,80.0,3,3,100.0,0,0,0.0,110.0,110.0,17,0,0,110.0,110.0,110.0,110.0,11.0,11.0,100.0,100.0,,,,,,
2025-10-31,PHI,Philadelphia 76ers,Kelly Oubre Jr.,17.0,9.0,0.0,6,12,50.0,3,7,42.9,2,6,33.3,62.5,58.1,41,0,0,62.5,62.5,58.1,58.1,17.0,17.0,42.9,42.9,,,,,,
2025-10-31,MEM,Memphis Grizzlies,Kentavious Caldwell-Pope,12.0,2.0,5.0,4,7,57.1,2,4,50.0,2,2,100.0,71.4,76.1,24,0,0,71.4,71.4,76.1,76.1,12.0,12.0,50.0,50.0,,,,,,
2025-10-31,CHI,Chicago Bulls,Kevin Huerter,12.0,6.0,2.0,4,7,57.1,1,3,33.3,3,3,100.0,64.3,72.1,26,0,0,64.3,64.3,72.1,72.1,12.0,12.0,33.3,33.3,,,,,,
2025-10-31,UTAH,Utah Jazz,Keyonte George,17.0,8.0,9.0,3,10,30.0,2,4,50.0,9,11,81.8,40.0,57.3,33,0,0,40.0,40.0,57.3,57.3,17.0,17.0,50.0,50.0,,,,,,
2025-10-31,PHX,Phoenix Suns,Khaman Maluach,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-10-31,LAC,LA Clippers,Kris Dunn,6.0,0.0,0.0,3,6,50.0,0,1,0.0,0,0,0.0,50.0,50.0,23,0,0,50.0,50.0,50.0,50.0,6.0,6.0,0.0,0.0,,,,,,
2025-10-31,POR,Portland Trail Blazers,Kris Murray,10.0,6.0,1.0,4,8,50.0,1,3,33.3,1,2,50.0,56.2,56.3,29,0,0,56.2,56.2,56.3,56.3,10.0,10.0,33.3,33.3,,,,,,
2025-10-31,ATL,Atlanta Hawks,Kristaps Porzingis,15.0,8.0,1.0,6,12,50.0,1,3,33.3,2,3,66.7,54.2,56.3,23,0,0,54.2,54.2,56.3,56.3,15.0,15.0,33.3,33.3,,,,,,
2025-10-31,UTAH,Utah Jazz,Kyle Anderson,8.0,3.0,3.0,3,6,50.0,0,0,0.0,2,3,66.7,50.0,54.6,25,0,0,50.0,50.0,54.6,54.6,8.0,8.0,0.0,0.0,,,,,,
2025-10-31,UTAH,Utah Jazz,Kyle Filipowski,2.0,2.0,1.0,1,5,20.0,0,1,0.0,0,0,0.0,20.0,20.0,10,0,0,20.0,20.0,20.0,20.0,2.0,2.0,0.0,0.0,,,,,,
2025-10-31,NY,New York Knicks,Landry Shamet,4.0,1.0,0.0,1,5,20.0,1,5,20.0,1,2,50.0,30.0,34.0,15,0,0,30.0,30.0,34.0,34.0,4.0,4.0,20.0,20.0,,,,,,
2025-10-31,CLE,Cleveland Cavaliers,Larry Nance Jr.,0.0,2.0,0.0,0,6,0.0,0,4,0.0,0,0,0.0,0.0,0.0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-10-31,UTAH,Utah Jazz,Lauri Markkanen,33.0,4.0,0.0,10,20,50.0,4,11,36.4,9,12,75.0,60.0,65.3,35,1,1,60.0,60.0,65.3,65.3,33.0,33.0,36.4,36.4,,,,,,
2025-10-31,CLE,Cleveland Cavaliers,Lonzo Ball,8.0,5.0,5.0,3,7,42.9,2,4,50.0,0,0,0.0,57.1,57.1,26,0,0,57.1,57.1,57.1,57.1,8.0,8.0,50.0,50.0,,,,,,
2025-10-31,LAL,Los Angeles Lakers,Luka Doncic,44.0,12.0,6.0,14,27,51.9,6,15,40.0,10,13,76.9,63.0,67.2,39,1,1,63.0,63.0,67.2,67.2,44.0,44.0,40.0,40.0,,,,,,
2025-10-31,BOS,Boston Celtics,Luka Garza,9.0,5.0,1.0,4,5,80.0,1,1,100.0,0,0,0.0,90.0,90.0,15,0,0,90.0,90.0,90.0,90.0,9.0,9.0,100.0,100.0,,,,,,
2025-10-31,ATL,Atlanta Hawks,Luke Kennard,6.0,3.0,2.0,2,7,28.6,0,2,0.0,2,2,100.0,28.6,38.1,27,0,0,28.6,28.6,38.1,38.1,6.0,6.0,0.0,0.0,,,,,,
2025-10-31,CLE,Cleveland Cavaliers,Luke Travers,2.0,5.0,2.0,0,5,0.0,0,2,0.0,2,2,100.0,0.0,17.0,15,0,0,0.0,0.0,17.0,17.0,2.0,2.0,0.0,0.0,,,,,,
2025-10-31,IND,Indiana Pacers,Mac McClung,12.0,2.0,0.0,5,12,41.7,1,6,16.7,1,1,100.0,45.8,48.2,19,0,0,45.8,45.8,48.2,48.2,12.0,12.0,16.7,16.7,,,,,,
2025-10-31,LAL,Los Angeles Lakers,Marcus Smart,12.0,3.0,4.0,5,8,62.5,1,4,25.0,1,1,100.0,68.8,71.1,35,0,0,68.8,68.8,71.1,71.1,12.0,12.0,25.0,25.0,,,,,,
2025-10-31,PHX,Phoenix Suns,Mark Williams,9.0,7.0,0.0,3,6,50.0,0,0,0.0,3,4,75.0,50.0,58.0,25,0,0,50.0,50.0,58.0,58.0,9.0,9.0,0.0,0.0,,,,,,
2025-10-31,CHI,Chicago Bulls,Matas Buzelis,13.0,0.0,1.0,4,10,40.0,2,5,40.0,3,4,75.0,50.0,55.3,29,0,0,50.0,50.0,55.3,55.3,13.0,13.0,40.0,40.0,,,,,,
2025-10-31,NY,New York Knicks,Mikal Bridges,23.0,4.0,6.0,9,14,64.3,4,8,50.0,1,2,50.0,78.6,77.3,38,0,1,78.6,78.6,77.3,77.3,23.0,23.0,50.0,50.0,,,,,,
2025-10-31,NY,New York Knicks,Miles McBride,8.0,2.0,2.0,3,9,33.3,2,5,40.0,0,0,0.0,44.4,44.4,29,0,0,44.4,44.4,44.4,44.4,8.0,8.0,40.0,40.0,,,,,,
2025-10-31,NY,New York Knicks,Mitchell Robinson,4.0,11.0,2.0,2,3,66.7,0,0,0.0,0,0,0.0,66.7,66.7,20,0,0,66.7,66.7,66.7,66.7,4.0,4.0,0.0,0.0,,,,,,
2025-10-31,ATL,Atlanta Hawks,Mouhamed Gueye,6.0,6.0,0.0,3,5,60.0,0,2,0.0,0,0,0.0,60.0,60.0,16,0,0,60.0,60.0,60.0,60.0,6.0,6.0,0.0,0.0,,,,,,
2025-10-31,ATL,Atlanta Hawks,N'Faly Dante,2.0,0.0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,100.0,100.0,1,0,0,100.0,100.0,100.0,100.0,2.0,2.0,0.0,0.0,,,,,,
2025-10-31,BOS,Boston Celtics,Neemias Queta,4.0,4.0,1.0,2,2,100.0,0,0,0.0,0,0,0.0,100.0,100.0,19,0,0,100.0,100.0,100.0,100.0,4.0,4.0,0.0,0.0,,,,,,
2025-10-31,PHX,Phoenix Suns,Nick Richards,4.0,0.0,0.0,1,2,50.0,0,0,0.0,2,2,100.0,50.0,69.4,7,0,0,50.0,50.0,69.4,69.4,4.0,4.0,0.0,0.0,,,,,,
2025-10-31,ATL,Atlanta Hawks,Nickeil Alexander-Walker,21.0,3.0,3.0,8,14,57.1,1,5,20.0,4,5,80.0,60.7,64.8,32,0,0,60.7,60.7,64.8,64.8,21.0,21.0,20.0,20.0,,,,,,
2025-10-31,LAC,LA Clippers,Nicolas Batum,3.0,5.0,0.0,1,4,25.0,1,2,50.0,0,0,0.0,37.5,37.5,16,0,0,37.5,37.5,37.5,37.5,3.0,3.0,50.0,50.0,,,,,,
2025-10-31,PHX,Phoenix Suns,Nigel Hayes-Davis,2.0,1.0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,100.0,100.0,4,0,0,100.0,100.0,100.0,100.0,2.0,2.0,0.0,0.0,,,,,,
2025-10-31,DEN,Denver Nuggets,Nikola Jokic,21.0,14.0,9.0,7,10,70.0,2,3,66.7,5,7,71.4,80.0,80.3,37,0,0,80.0,80.0,80.3,80.3,21.0,21.0,66.7,66.7,,,,,,
2025-10-31,CHI,Chicago Bulls,Nikola Vucevic,26.0,7.0,2.0,10,17,58.8,4,8,50.0,2,5,40.0,70.6,67.7,31,0,1,70.6,70.6,67.7,67.7,26.0,26.0,50.0,50.0,,,,,,
2025-10-31,NY,New York Knicks,OG Anunoby,26.0,4.0,3.0,10,13,76.9,5,7,71.4,1,2,50.0,96.2,93.7,36,0,1,96.2,96.2,93.7,93.7,26.0,26.0,71.4,71.4,,,,,,
2025-10-31,TOR,Toronto Raptors,Ochai Agbaji,3.0,7.0,2.0,1,3,33.3,0,1,0.0,1,2,50.0,33.3,38.7,17,0,0,33.3,33.3,38.7,38.7,3.0,3.0,0.0,0.0,,,,,,
2025-10-31,ATL,Atlanta Hawks,Onyeka Okongwu,14.0,9.0,2.0,5,8,62.5,2,4,50.0,2,4,50.0,75.0,71.7,26,0,0,75.0,75.0,71.7,71.7,14.0,14.0,50.0,50.0,,,,,,
2025-10-31,PHX,Phoenix Suns,Oso Ighodaro,8.0,1.0,1.0,3,3,100.0,0,0,0.0,2,2,100.0,100.0,103.1,19,0,0,100.0,100.0,103.1,103.1,8.0,8.0,0.0,0.0,,,,,,
2025-10-31,IND,Indiana Pacers,Pascal Siakam,18.0,5.0,5.0,5,15,33.3,2,6,33.3,6,10,60.0,40.0,46.4,30,0,0,40.0,40.0,46.4,46.4,18.0,18.0,33.3,33.3,,,,,,
2025-10-31,CHI,Chicago Bulls,Patrick Williams,9.0,1.0,3.0,3,6,50.0,2,4,50.0,1,1,100.0,66.7,69.9,23,0,0,66.7,66.7,69.9,69.9,9.0,9.0,50.0,50.0,,,,,,
2025-10-31,BOS,Boston Celtics,Payton Pritchard,15.0,2.0,5.0,7,17,41.2,1,9,11.1,0,0,0.0,44.1,44.1,33,0,0,44.1,44.1,44.1,44.1,15.0,15.0,11.1,11.1,,,,,,
2025-10-31,DEN,Denver Nuggets,Peyton Watson,10.0,4.0,1.0,3,7,42.9,0,2,0.0,4,6,66.7,42.9,51.9,23,0,0,42.9,42.9,51.9,51.9,10.0,10.0,0.0,0.0,,,,,,
2025-10-31,PHI,Philadelphia 76ers,Quentin Grimes,16.0,2.0,3.0,6,13,46.2,2,7,28.6,2,4,50.0,53.8,54.2,33,0,0,53.8,53.8,54.2,54.2,16.0,16.0,28.6,28.6,,,,,,
2025-10-31,IND,Indiana Pacers,Quenton Jackson,15.0,4.0,4.0,4,8,50.0,2,4,50.0,5,6,83.3,62.5,70.5,22,0,0,62.5,62.5,70.5,70.5,15.0,15.0,50.0,50.0,,,,,,
2025-10-31,TOR,Toronto Raptors,RJ Barrett,20.0,3.0,2.0,8,15,53.3,3,5,60.0,1,1,100.0,63.3,64.8,36,0,0,63.3,63.3,64.8,64.8,20.0,20.0,60.0,60.0,,,,,,
2025-10-31,PHX,Phoenix Suns,Rasheer Fleming,0.0,0.0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-10-31,IND,Indiana Pacers,RayJ Dennis,8.0,5.0,5.0,3,14,21.4,2,7,28.6,0,0,0.0,28.6,28.6,26,0,0,28.6,28.6,28.6,28.6,8.0,8.0,28.6,28.6,,,,,,
2025-10-31,POR,Portland Trail Blazers,Rayan Rupert,2.0,0.0,0.0,1,3,33.3,0,1,0.0,0,0,0.0,33.3,33.3,6,0,0,33.3,33.3,33.3,33.3,2.0,2.0,0.0,0.0,,,,,,
2025-10-31,POR,Portland Trail Blazers,Robert Williams III,4.0,4.0,1.0,2,2,100.0,0,0,0.0,0,1,0.0,100.0,82.0,11,0,0,100.0,100.0,82.0,82.0,4.0,4.0,0.0,0.0,,,,,,
2025-10-31,PHX,Phoenix Suns,Royce O'Neale,13.0,5.0,2.0,5,10,50.0,3,8,37.5,0,0,0.0,65.0,65.0,33,0,0,65.0,65.0,65.0,65.0,13.0,13.0,37.5,37.5,,,,,,
2025-10-31,LAL,Los Angeles Lakers,Rui Hachimura,9.0,3.0,1.0,2,4,50.0,2,4,50.0,3,4,75.0,75.0,78.1,38,0,0,75.0,75.0,78.1,78.1,9.0,9.0,50.0,50.0,,,,,,
2025-10-31,PHX,Phoenix Suns,Ryan Dunn,13.0,10.0,2.0,5,12,41.7,1,7,14.3,2,2,100.0,45.8,50.5,31,0,0,45.8,45.8,50.5,50.5,13.0,13.0,14.3,14.3,,,,,,
2025-10-31,NO,New Orleans Pelicans,Saddiq Bey,8.0,4.0,1.0,2,5,40.0,0,2,0.0,4,4,100.0,40.0,59.2,22,0,0,40.0,40.0,59.2,59.2,8.0,8.0,0.0,0.0,,,,,,
2025-10-31,BOS,Boston Celtics,Sam Hauser,3.0,6.0,3.0,1,6,16.7,1,4,25.0,0,0,0.0,25.0,25.0,24,0,0,25.0,25.0,25.0,25.0,3.0,3.0,25.0,25.0,,,,,,
2025-10-31,TOR,Toronto Raptors,Sandro Mamukelashvili,11.0,6.0,3.0,2,4,50.0,1,3,33.3,6,6,100.0,62.5,82.8,19,0,0,62.5,62.5,82.8,82.8,11.0,11.0,33.3,33.3,,,,,,
2025-10-31,MEM,Memphis Grizzlies,Santi Aldama,7.0,10.0,3.0,3,12,25.0,1,5,20.0,0,0,0.0,29.2,29.2,26,0,0,29.2,29.2,29.2,29.2,7.0,7.0,20.0,20.0,,,,,,
2025-10-31,TOR,Toronto Raptors,Scottie Barnes,14.0,10.0,5.0,6,14,42.9,1,4,25.0,1,4,25.0,46.4,44.4,35,0,0,46.4,46.4,44.4,44.4,14.0,14.0,25.0,25.0,,,,,,
2025-10-31,POR,Portland Trail Blazers,Shaedon Sharpe,19.0,4.0,1.0,7,14,50.0,3,7,42.9,2,3,66.7,60.7,62.0,24,0,0,60.7,60.7,62.0,62.0,19.0,19.0,42.9,42.9,,,,,,
2025-10-31,UTAH,Utah Jazz,Svi Mykhailiuk,0.0,3.0,1.0,0,5,0.0,0,5,0.0,0,0,0.0,0.0,0.0,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-10-31,IND,Indiana Pacers,Taelon Peter,3.0,2.0,0.0,0,1,0.0,0,1,0.0,3,3,100.0,0.0,64.7,8,0,0,0.0,0.0,64.7,64.7,3.0,3.0,0.0,0.0,,,,,,
2025-10-31,UTAH,Utah Jazz,Taylor Hendricks,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-10-31,CLE,Cleveland Cavaliers,Thomas Bryant,4.0,3.0,1.0,2,4,50.0,0,1,0.0,0,1,0.0,50.0,45.0,12,0,0,50.0,50.0,45.0,45.0,4.0,4.0,0.0,0.0,,,,,,
2025-10-31,DEN,Denver Nuggets,Tim Hardaway Jr.,11.0,2.0,2.0,3,10,30.0,2,6,33.3,3,3,100.0,40.0,48.6,22,0,0,40.0,40.0,48.6,48.6,11.0,11.0,33.3,33.3,,,,,,
2025-10-31,IND,Indiana Pacers,Tony Bradley,2.0,3.0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,100.0,100.0,5,0,0,100.0,100.0,100.0,100.0,2.0,2.0,0.0,0.0,,,,,,
2025-10-31,POR,Portland Trail Blazers,Toumani Camara,14.0,2.0,3.0,5,12,41.7,2,5,40.0,2,4,50.0,50.0,50.9,30,0,0,50.0,50.0,50.9,50.9,14.0,14.0,40.0,40.0,,,,,,
2025-10-31,CHI,Chicago Bulls,Tre Jones,8.0,4.0,3.0,0,4,0.0,0,0,0.0,8,8,100.0,0.0,53.2,24,0,0,0.0,0.0,53.2,53.2,8.0,8.0,0.0,0.0,,,,,,
2025-10-31,PHI,Philadelphia 76ers,Trendon Watford,0.0,0.0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-10-31,NO,New Orleans Pelicans,Trey Murphy III,17.0,5.0,6.0,6,14,42.9,5,10,50.0,0,0,0.0,60.7,60.7,34,0,1,60.7,60.7,60.7,60.7,17.0,17.0,50.0,50.0,,,,,,
2025-10-31,NY,New York Knicks,Tyler Kolek,0.0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-10-31,PHI,Philadelphia 76ers,Tyrese Maxey,26.0,8.0,14.0,8,16,50.0,4,9,44.4,6,7,85.7,62.5,68.1,44,0,1,62.5,62.5,68.1,68.1,26.0,26.0,44.4,44.4,,,,,,
2025-10-31,CLE,Cleveland Cavaliers,Tyrese Proctor,4.0,2.0,2.0,2,7,28.6,0,3,0.0,0,0,0.0,28.6,28.6,14,0,0,28.6,28.6,28.6,28.6,4.0,4.0,0.0,0.0,,,,,,
2025-10-31,PHI,Philadelphia 76ers,VJ Edgecombe,17.0,5.0,5.0,7,11,63.6,2,4,50.0,1,1,100.0,72.7,74.3,40,0,0,72.7,72.7,74.3,74.3,17.0,17.0,50.0,50.0,,,,,,
2025-10-31,MEM,Memphis Grizzlies,Vince Williams Jr.,7.0,2.0,3.0,3,9,33.3,1,6,16.7,0,0,0.0,38.9,38.9,17,0,0,38.9,38.9,38.9,38.9,7.0,7.0,16.7,16.7,,,,,,
2025-10-31,UTAH,Utah Jazz,Walker Kessler,4.0,13.0,1.0,2,5,40.0,0,0,0.0,0,0,0.0,40.0,40.0,29,0,0,40.0,40.0,40.0,40.0,4.0,4.0,0.0,0.0,,,,,,
2025-10-31,UTAH,Utah Jazz,Walter Clayton Jr.,3.0,0.0,2.0,1,3,33.3,1,1,100.0,0,0,0.0,50.0,50.0,9,0,0,50.0,50.0,50.0,50.0,3.0,3.0,100.0,100.0,,,,,,
2025-10-31,BOS,Boston Celtics,Xavier Tillman,5.0,4.0,1.0,2,4,50.0,1,3,33.3,0,0,0.0,62.5,62.5,13,0,0,62.5,62.5,62.5,62.5,5.0,5.0,33.3,33.3,,,,,,
2025-10-31,NO,New Orleans Pelicans,Yves Missi,6.0,9.0,3.0,3,4,75.0,0,0,0.0,0,0,0.0,75.0,75.0,28,0,0,75.0,75.0,75.0,75.0,6.0,6.0,0.0,0.0,,,,,,
2025-10-31,ATL,Atlanta Hawks,Zaccharie Risacher,13.0,1.0,1.0,5,12,41.7,3,7,42.9,0,0,0.0,54.2,54.2,23,0,0,54.2,54.2,54.2,54.2,13.0,13.0,42.9,42.9,,,,,,
2025-10-31,NO,New Orleans Pelicans,Zion Williamson,29.0,6.0,3.0,9,17,52.9,0,0,0.0,11,13,84.6,52.9,63.8,33,0,0,52.9,52.9,63.8,63.8,29.0,29.0,0.0,0.0,,,,,,
2025-11-01,MIL,Milwaukee Bucks,AJ Green,17.0,4.0,2.0,6,12,50.0,4,10,40.0,1,2,50.0,66.7,66.0,30,0,1,66.7,66.7,66.0,66.0,17.0,17.0,40.0,40.0,,,,,,
2025-11-01,WSH,Washington Wizards,AJ Johnson,2.0,1.0,0.0,1,3,33.3,0,0,0.0,0,0,0.0,33.3,33.3,6,0,0,33.3,33.3,33.3,33.3,2.0,2.0,0.0,0.0,,,,,,
2025-11-01,HOU,Houston Rockets,Aaron Holiday,2.0,2.0,2.0,0,1,0.0,0,0,0.0,2,2,100.0,0.0,53.2,8,0,0,0.0,0.0,53.2,53.2,2.0,2.0,0.0,0.0,,,,,,
2025-11-01,IND,Indiana Pacers,Aaron Nesmith,31.0,6.0,1.0,10,19,52.6,5,11,45.5,6,6,100.0,65.8,71.6,35,1,1,65.8,65.8,71.6,71.6,31.0,31.0,45.5,45.5,,,,,,
2025-11-01,GS,Golden State Warriors,Al Horford,4.0,6.0,1.0,2,4,50.0,0,2,0.0,0,0,0.0,50.0,50.0,15,0,0,50.0,50.0,50.0,50.0,4.0,4.0,0.0,0.0,,,,,,
2025-11-01,WSH,Washington Wizards,Alex Sarr,10.0,8.0,2.0,4,8,50.0,0,0,0.0,2,4,50.0,50.0,51.2,28,0,0,50.0,50.0,51.2,51.2,10.0,10.0,0.0,0.0,,,,,,
2025-11-01,HOU,Houston Rockets,Alperen Sengun,16.0,10.0,9.0,5,13,38.5,1,3,33.3,5,7,71.4,42.3,49.8,31,0,0,42.3,42.3,49.8,49.8,16.0,16.0,33.3,33.3,,,,,,
2025-11-01,BOS,Boston Celtics,Amari Williams,2.0,1.0,1.0,1,2,50.0,0,0,0.0,0,0,0.0,50.0,50.0,6,0,0,50.0,50.0,50.0,50.0,2.0,2.0,0.0,0.0,,,,,,
2025-11-01,HOU,Houston Rockets,Amen Thompson,17.0,9.0,8.0,6,12,50.0,1,1,100.0,4,6,66.7,54.2,58.1,32,0,0,54.2,54.2,58.1,58.1,17.0,17.0,100.0,100.0,,,,,,
2025-11-01,MIL,Milwaukee Bucks,Amir Coffey,4.0,3.0,2.0,2,3,66.7,0,1,0.0,0,0,0.0,66.7,66.7,15,0,0,66.7,66.7,66.7,66.7,4.0,4.0,0.0,0.0,,,,,,
2025-11-01,BOS,Boston Celtics,Anfernee Simons,3.0,1.0,0.0,1,6,16.7,1,3,33.3,0,0,0.0,25.0,25.0,17,0,0,25.0,25.0,25.0,25.0,3.0,3.0,33.3,33.3,,,,,,
2025-11-01,ORL,Orlando Magic,Anthony Black,8.0,2.0,5.0,3,6,50.0,0,2,0.0,2,2,100.0,50.0,58.1,25,0,0,50.0,50.0,58.1,58.1,8.0,8.0,0.0,0.0,,,,,,
2025-11-01,WSH,Washington Wizards,Anthony Gill,0.0,1.0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
