GAME_DATE,TEAM,TEAM_FULL,PLAYER,PTS,REB,AST,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,EFG_PCT,TS_PCT,MIN,didHit30,didHit4Threes,r3_EFG,r5_EFG,r3_TS,r5_TS,r3_PTS,r5_PTS,r3_FG3_PCT,r5_FG3_PCT,STL,didHitOver_PTS,didHitOver_REB,didHitOver_AST,didHitOver_FG3M,didHitOver_STL
2025-11-03,DAL,Dallas Mavericks,Cooper Flagg,12.0,5.0,2.0,5,10,50.0,2,5,40.0,0,0,0.0,60.0,60.0,34,0,0,60.0,60.0,60.0,60.0,12.0,12.0,40.0,40.0,,,,,,
2025-11-03,WSH,Washington Wizards,Corey Kispert,15.0,0.0,4.0,5,6,83.3,3,4,75.0,2,2,100.0,108.3,109.0,15,0,0,108.3,108.3,109.0,109.0,15.0,15.0,75.0,75.0,,,,,,
2025-11-03,DAL,Dallas Mavericks,D'Angelo Russell,10.0,4.0,12.0,2,10,20.0,1,6,16.7,5,6,83.3,25.0,39.6,29,0,0,25.0,25.0,39.6,39.6,10.0,10.0,16.7,16.7,,,,,,
2025-11-03,LAL,Los Angeles Lakers,Dalton Knecht,8.0,4.0,1.0,4,7,57.1,0,3,0.0,0,0,0.0,57.1,57.1,23,0,0,57.1,57.1,57.1,57.1,8.0,8.0,0.0,0.0,,,,,,
2025-11-03,DAL,Dallas Mavericks,Daniel Gafford,14.0,4.0,1.0,7,9,77.8,0,0,0.0,0,0,0.0,77.8,77.8,25,0,0,77.8,77.8,77.8,77.8,14.0,14.0,0.0,0.0,,,,,,
2025-11-03,BKN,Brooklyn Nets,Danny Wolf,0.0,1.0,2.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,MIA,Miami Heat,Davion Mitchell,8.0,5.0,9.0,4,9,44.4,0,2,0.0,0,1,0.0,44.4,42.4,34,0,0,44.4,44.4,42.4,42.4,8.0,8.0,0.0,0.0,,,,,,
2025-11-03,BKN,Brooklyn Nets,Day'Ron Sharpe,3.0,7.0,0.0,1,1,100.0,0,0,0.0,1,4,25.0,100.0,54.3,20,0,0,100.0,100.0,54.3,54.3,3.0,3.0,0.0,0.0,,,,,,
2025-11-03,SAC,Sacramento Kings,DeMar DeRozan,19.0,3.0,0.0,8,17,47.1,0,1,0.0,3,4,75.0,47.1,50.6,36,0,0,47.1,47.1,50.6,50.6,19.0,19.0,0.0,0.0,,,,,,
2025-11-03,LAL,Los Angeles Lakers,Deandre Ayton,29.0,10.0,2.0,14,19,73.7,0,0,0.0,1,2,50.0,73.7,72.9,31,0,0,73.7,73.7,72.9,72.9,29.0,29.0,0.0,0.0,,,,,,
2025-11-03,POR,Portland Trail Blazers,Deni Avdija,33.0,6.0,2.0,10,20,50.0,3,9,33.3,10,11,90.9,57.5,66.4,36,1,0,57.5,57.5,66.4,66.4,33.0,33.0,33.3,33.3,,,,,,
2025-11-03,SAC,Sacramento Kings,Dennis Schroder,18.0,4.0,9.0,7,14,50.0,0,5,0.0,4,4,100.0,50.0,57.1,35,0,0,50.0,50.0,57.1,57.1,18.0,18.0,0.0,0.0,,,,,,
2025-11-03,LAC,LA Clippers,Derrick Jones Jr.,12.0,3.0,0.0,5,6,83.3,1,2,50.0,1,2,50.0,91.7,87.2,27,0,0,91.7,91.7,87.2,87.2,12.0,12.0,50.0,50.0,,,,,,
2025-11-03,BOS,Boston Celtics,Derrick White,10.0,5.0,6.0,3,9,33.3,3,8,37.5,1,1,100.0,50.0,53.0,33,0,0,50.0,50.0,53.0,53.0,10.0,10.0,37.5,37.5,,,,,,
2025-11-03,SAC,Sacramento Kings,Devin Carter,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,SAC,Sacramento Kings,Domantas Sabonis,13.0,17.0,5.0,5,10,50.0,0,0,0.0,3,4,75.0,50.0,55.3,37,0,0,50.0,50.0,55.3,55.3,13.0,13.0,0.0,0.0,,,,,,
2025-11-03,POR,Portland Trail Blazers,Donovan Clingan,2.0,4.0,0.0,1,3,33.3,0,1,0.0,0,0,0.0,33.3,33.3,18,0,0,33.3,33.3,33.3,33.3,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,MIN,Minnesota Timberwolves,Donte DiVincenzo,25.0,9.0,5.0,8,17,47.1,6,13,46.2,3,4,75.0,64.7,66.6,30,0,1,64.7,64.7,66.6,66.6,25.0,25.0,46.2,46.2,,,,,,
2025-11-03,SAC,Sacramento Kings,Drew Eubanks,10.0,2.0,0.0,4,4,100.0,0,0,0.0,2,3,66.7,100.0,94.0,11,0,0,100.0,100.0,94.0,94.0,10.0,10.0,0.0,0.0,,,,,,
2025-11-03,MIA,Miami Heat,Dru Smith,2.0,1.0,4.0,1,2,50.0,0,0,0.0,0,0,0.0,50.0,50.0,14,0,0,50.0,50.0,50.0,50.0,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,DET,Detroit Pistons,Duncan Robinson,11.0,4.0,1.0,4,10,40.0,3,9,33.3,0,0,0.0,55.0,55.0,40,0,0,55.0,55.0,55.0,55.0,11.0,11.0,33.3,33.3,,,,,,
2025-11-03,DAL,Dallas Mavericks,Dwight Powell,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,BKN,Brooklyn Nets,E.J. Liddell,0.0,3.0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,BKN,Brooklyn Nets,Egor Demin,2.0,2.0,4.0,1,4,25.0,0,2,0.0,0,0,0.0,25.0,25.0,21,0,0,25.0,25.0,25.0,25.0,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,UTAH,Utah Jazz,Elijah Harkless,3.0,1.0,2.0,1,4,25.0,0,2,0.0,1,1,100.0,25.0,33.8,21,0,0,25.0,25.0,33.8,33.8,3.0,3.0,0.0,0.0,,,,,,
2025-11-03,MIL,Milwaukee Bucks,Gary Trent Jr.,11.0,2.0,2.0,3,12,25.0,3,10,30.0,2,2,100.0,37.5,42.7,34,0,0,37.5,37.5,42.7,42.7,11.0,11.0,30.0,30.0,,,,,,
2025-11-03,MIL,Milwaukee Bucks,Giannis Antetokounmpo,33.0,13.0,5.0,14,21,66.7,1,2,50.0,4,9,44.4,69.0,66.1,32,1,0,69.0,69.0,66.1,66.1,33.0,33.0,50.0,50.0,,,,,,
2025-11-03,NY,New York Knicks,Guerschon Yabusele,1.0,3.0,0.0,0,2,0.0,0,2,0.0,1,2,50.0,0.0,17.4,14,0,0,0.0,0.0,17.4,17.4,1.0,1.0,0.0,0.0,,,,,,
2025-11-03,BOS,Boston Celtics,Hugo Gonzalez,2.0,1.0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,100.0,100.0,8,0,0,100.0,100.0,100.0,100.0,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,IND,Indiana Pacers,Isaiah Jackson,21.0,10.0,1.0,8,12,66.7,0,0,0.0,5,6,83.3,66.7,71.7,29,0,0,66.7,66.7,71.7,71.7,21.0,21.0,0.0,0.0,,,,,,
2025-11-03,DET,Detroit Pistons,Isaiah Stewart,26.0,14.0,4.0,9,18,50.0,2,8,25.0,6,6,100.0,55.6,63.0,34,0,0,55.6,55.6,63.0,63.0,26.0,26.0,25.0,25.0,,,,,,
2025-11-03,LAC,LA Clippers,Ivica Zubac,9.0,18.0,3.0,4,9,44.4,0,0,0.0,1,2,50.0,44.4,45.5,33,0,0,44.4,44.4,45.5,45.5,9.0,9.0,0.0,0.0,,,,,,
2025-11-03,MEM,Memphis Grizzlies,Ja Morant,18.0,5.0,10.0,5,16,31.2,0,4,0.0,8,9,88.9,31.2,45.1,35,0,0,31.2,31.2,45.1,45.1,18.0,18.0,0.0,0.0,,,,,,
2025-11-03,DAL,Dallas Mavericks,Jaden Hardy,0.0,1.0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,MIN,Minnesota Timberwolves,Jaden McDaniels,22.0,3.0,3.0,9,11,81.8,2,3,66.7,2,3,66.7,90.9,89.3,29,0,0,90.9,90.9,89.3,89.3,22.0,22.0,66.7,66.7,,,,,,
2025-11-03,HOU,Houston Rockets,Jae'Sean Tate,0.0,2.0,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0.0,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,MIA,Miami Heat,Jaime Jaquez Jr.,6.0,6.0,5.0,3,9,33.3,0,2,0.0,0,0,0.0,33.3,33.3,26,0,0,33.3,33.3,33.3,33.3,6.0,6.0,0.0,0.0,,,,,,
2025-11-03,LAL,Los Angeles Lakers,Jake LaRavia,11.0,5.0,6.0,5,10,50.0,0,3,0.0,1,2,50.0,50.0,50.6,36,0,0,50.0,50.0,50.6,50.6,11.0,11.0,0.0,0.0,,,,,,
2025-11-03,NY,New York Knicks,Jalen Brunson,16.0,1.0,9.0,6,17,35.3,1,5,20.0,3,3,100.0,38.2,43.7,32,0,0,38.2,38.2,43.7,43.7,16.0,16.0,20.0,20.0,,,,,,
2025-11-03,DET,Detroit Pistons,Jalen Duren,14.0,9.0,3.0,5,11,45.5,0,0,0.0,4,4,100.0,45.5,54.9,34,0,0,45.5,45.5,54.9,54.9,14.0,14.0,0.0,0.0,,,,,,
2025-11-03,BKN,Brooklyn Nets,Jalen Wilson,7.0,1.0,1.0,1,4,25.0,0,2,0.0,5,7,71.4,25.0,49.4,16,0,0,25.0,25.0,49.4,49.4,7.0,7.0,0.0,0.0,,,,,,
2025-11-03,DEN,Denver Nuggets,Jamal Murray,15.0,7.0,7.0,6,17,35.3,0,5,0.0,3,3,100.0,35.3,40.9,32,0,0,35.3,35.3,40.9,40.9,15.0,15.0,0.0,0.0,,,,,,
2025-11-03,LAC,LA Clippers,James Harden,29.0,7.0,8.0,8,15,53.3,6,10,60.0,7,7,100.0,73.3,80.2,39,0,1,73.3,73.3,80.2,80.2,29.0,29.0,60.0,60.0,,,,,,
2025-11-03,IND,Indiana Pacers,Jarace Walker,18.0,8.0,5.0,7,15,46.7,2,6,33.3,2,4,50.0,53.3,53.7,38,0,0,53.3,53.3,53.7,53.7,18.0,18.0,33.3,33.3,,,,,,
2025-11-03,MEM,Memphis Grizzlies,Jaren Jackson Jr.,21.0,4.0,1.0,8,14,57.1,4,7,57.1,1,1,100.0,71.4,72.7,31,0,1,71.4,71.4,72.7,72.7,21.0,21.0,57.1,57.1,,,,,,
2025-11-03,LAL,Los Angeles Lakers,Jarred Vanderbilt,4.0,4.0,2.0,1,1,100.0,0,0,0.0,2,2,100.0,100.0,106.4,21,0,0,100.0,100.0,106.4,106.4,4.0,4.0,0.0,0.0,,,,,,
2025-11-03,DET,Detroit Pistons,Javonte Green,3.0,3.0,1.0,1,4,25.0,1,3,33.3,0,0,0.0,37.5,37.5,21,0,0,37.5,37.5,37.5,37.5,3.0,3.0,33.3,33.3,,,,,,
2025-11-03,LAL,Los Angeles Lakers,Jaxson Hayes,4.0,3.0,0.0,2,3,66.7,0,0,0.0,0,0,0.0,66.7,66.7,13,0,0,66.7,66.7,66.7,66.7,4.0,4.0,0.0,0.0,,,,,,
2025-11-03,IND,Indiana Pacers,Jay Huff,0.0,3.0,2.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,BOS,Boston Celtics,Jaylen Brown,36.0,2.0,4.0,13,28,46.4,0,9,0.0,10,11,90.9,46.4,54.8,38,1,0,46.4,46.4,54.8,54.8,36.0,36.0,0.0,0.0,,,,,,
2025-11-03,MIN,Minnesota Timberwolves,Jaylen Clark,2.0,5.0,2.0,1,3,33.3,0,1,0.0,0,4,0.0,33.3,21.0,20,0,0,33.3,33.3,21.0,21.0,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,MEM,Memphis Grizzlies,Jaylen Wells,4.0,6.0,3.0,2,14,14.3,0,7,0.0,0,0,0.0,14.3,14.3,21,0,0,14.3,14.3,14.3,14.3,4.0,4.0,0.0,0.0,,,,,,
2025-11-03,POR,Portland Trail Blazers,Jerami Grant,18.0,3.0,4.0,6,10,60.0,2,3,66.7,4,7,57.1,70.0,68.8,31,0,0,70.0,70.0,68.8,68.8,18.0,18.0,66.7,66.7,,,,,,
2025-11-03,IND,Indiana Pacers,Jeremiah Robinson-Earl,2.0,1.0,0.0,1,2,50.0,0,1,0.0,0,0,0.0,50.0,50.0,7,0,0,50.0,50.0,50.0,50.0,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,MIL,Milwaukee Bucks,Jericho Sims,1.0,1.0,0.0,0,0,0.0,0,0,0.0,1,2,50.0,0.0,56.8,5,0,0,0.0,0.0,56.8,56.8,1.0,1.0,0.0,0.0,,,,,,
2025-11-03,MIN,Minnesota Timberwolves,Joan Beringer,0.0,1.0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,MEM,Memphis Grizzlies,Jock Landale,13.0,5.0,1.0,5,9,55.6,2,3,66.7,1,2,50.0,66.7,65.8,30,0,0,66.7,66.7,65.8,65.8,13.0,13.0,66.7,66.7,,,,,,
2025-11-03,LAC,LA Clippers,John Collins,12.0,3.0,0.0,5,11,45.5,2,5,40.0,0,1,0.0,54.5,52.4,25,0,0,54.5,54.5,52.4,52.4,12.0,12.0,40.0,40.0,,,,,,
2025-11-03,IND,Indiana Pacers,Johnny Furphy,3.0,3.0,0.0,1,2,50.0,1,1,100.0,0,0,0.0,75.0,75.0,13,0,0,75.0,75.0,75.0,75.0,3.0,3.0,100.0,100.0,,,,,,
2025-11-03,DEN,Denver Nuggets,Jonas Valanciunas,8.0,3.0,0.0,4,5,80.0,0,1,0.0,0,0,0.0,80.0,80.0,12,0,0,80.0,80.0,80.0,80.0,8.0,8.0,0.0,0.0,,,,,,
2025-11-03,NY,New York Knicks,Jordan Clarkson,15.0,1.0,2.0,5,8,62.5,2,5,40.0,3,3,100.0,75.0,80.5,21,0,0,75.0,75.0,80.5,80.5,15.0,15.0,40.0,40.0,,,,,,
2025-11-03,NY,New York Knicks,Josh Hart,12.0,10.0,5.0,5,7,71.4,2,4,50.0,0,0,0.0,85.7,85.7,26,0,0,85.7,85.7,85.7,85.7,12.0,12.0,50.0,50.0,,,,,,
2025-11-03,BOS,Boston Celtics,Josh Minott,2.0,6.0,2.0,1,5,20.0,0,2,0.0,0,0,0.0,20.0,20.0,15,0,0,20.0,20.0,20.0,20.0,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,HOU,Houston Rockets,Josh Okogie,2.0,3.0,1.0,0,5,0.0,0,3,0.0,2,2,100.0,0.0,17.0,25,0,0,0.0,0.0,17.0,17.0,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,POR,Portland Trail Blazers,Jrue Holiday,8.0,3.0,6.0,4,11,36.4,0,6,0.0,0,0,0.0,36.4,36.4,36,0,0,36.4,36.4,36.4,36.4,8.0,8.0,0.0,0.0,,,,,,
2025-11-03,DEN,Denver Nuggets,Julian Strawther,4.0,0.0,0.0,1,2,50.0,1,1,100.0,1,2,50.0,75.0,69.4,7,0,0,75.0,75.0,69.4,69.4,4.0,4.0,100.0,100.0,,,,,,
2025-11-03,MIN,Minnesota Timberwolves,Julius Randle,19.0,11.0,10.0,6,12,50.0,0,3,0.0,7,8,87.5,50.0,61.2,34,0,0,50.0,50.0,61.2,61.2,19.0,19.0,0.0,0.0,,,,,,
2025-11-03,WSH,Washington Wizards,Justin Champagnie,4.0,1.0,1.0,1,3,33.3,0,2,0.0,2,2,100.0,33.3,51.5,17,0,0,33.3,33.3,51.5,51.5,4.0,4.0,0.0,0.0,,,,,,
2025-11-03,UTAH,Utah Jazz,Jusuf Nurkic,11.0,11.0,4.0,5,12,41.7,0,2,0.0,1,2,50.0,41.7,42.7,31,0,0,41.7,41.7,42.7,42.7,11.0,11.0,0.0,0.0,,,,,,
2025-11-03,NY,New York Knicks,Karl-Anthony Towns,33.0,13.0,5.0,12,24,50.0,3,8,37.5,6,7,85.7,56.2,60.9,30,1,0,56.2,56.2,60.9,60.9,33.0,33.0,37.5,37.5,,,,,,
2025-11-03,LAC,LA Clippers,Kawhi Leonard,27.0,4.0,4.0,10,21,47.6,2,8,25.0,5,5,100.0,52.4,58.2,37,0,0,52.4,52.4,58.2,58.2,27.0,27.0,25.0,25.0,,,,,,
2025-11-03,MIA,Miami Heat,Kel'el Ware,16.0,5.0,0.0,6,8,75.0,2,2,100.0,2,2,100.0,87.5,90.1,18,0,0,87.5,87.5,90.1,90.1,16.0,16.0,100.0,100.0,,,,,,
2025-11-03,MEM,Memphis Grizzlies,Kentavious Caldwell-Pope,2.0,4.0,1.0,0,4,0.0,0,3,0.0,2,2,100.0,0.0,20.5,25,0,0,0.0,0.0,20.5,20.5,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,SAC,Sacramento Kings,Keon Ellis,15.0,3.0,0.0,5,8,62.5,5,8,62.5,0,0,0.0,93.8,93.8,25,0,1,93.8,93.8,93.8,93.8,15.0,15.0,62.5,62.5,,,,,,
2025-11-03,HOU,Houston Rockets,Kevin Durant,21.0,6.0,5.0,6,18,33.3,2,8,25.0,7,7,100.0,38.9,49.8,38,0,0,38.9,38.9,49.8,49.8,21.0,21.0,25.0,25.0,,,,,,
2025-11-03,UTAH,Utah Jazz,Kevin Love,5.0,7.0,3.0,2,3,66.7,1,2,50.0,0,0,0.0,83.3,83.3,17,0,0,83.3,83.3,83.3,83.3,5.0,5.0,50.0,50.0,,,,,,
2025-11-03,UTAH,Utah Jazz,Keyonte George,31.0,5.0,4.0,9,16,56.2,2,5,40.0,11,13,84.6,62.5,71.4,38,1,0,62.5,62.5,71.4,71.4,31.0,31.0,40.0,40.0,,,,,,
2025-11-03,DAL,Dallas Mavericks,Klay Thompson,5.0,3.0,3.0,2,9,22.2,1,8,12.5,0,0,0.0,27.8,27.8,18,0,0,27.8,27.8,27.8,27.8,5.0,5.0,12.5,12.5,,,,,,
2025-11-03,LAC,LA Clippers,Kris Dunn,10.0,3.0,4.0,4,6,66.7,2,2,100.0,0,0,0.0,83.3,83.3,23,0,0,83.3,83.3,83.3,83.3,10.0,10.0,100.0,100.0,,,,,,
2025-11-03,POR,Portland Trail Blazers,Kris Murray,6.0,0.0,2.0,3,5,60.0,0,2,0.0,0,0,0.0,60.0,60.0,23,0,0,60.0,60.0,60.0,60.0,6.0,6.0,0.0,0.0,,,,,,
2025-11-03,UTAH,Utah Jazz,Kyle Filipowski,13.0,8.0,0.0,4,7,57.1,2,3,66.7,3,5,60.0,71.4,70.7,19,0,0,71.4,71.4,70.7,70.7,13.0,13.0,66.7,66.7,,,,,,
2025-11-03,MIL,Milwaukee Bucks,Kyle Kuzma,15.0,5.0,0.0,5,10,50.0,1,3,33.3,4,4,100.0,55.0,63.8,16,0,0,55.0,55.0,63.8,63.8,15.0,15.0,33.3,33.3,,,,,,
2025-11-03,WSH,Washington Wizards,Kyshawn George,15.0,5.0,2.0,6,11,54.5,3,6,50.0,0,0,0.0,68.2,68.2,30,0,0,68.2,68.2,68.2,68.2,15.0,15.0,50.0,50.0,,,,,,
2025-11-03,NY,New York Knicks,Landry Shamet,11.0,5.0,0.0,3,8,37.5,2,6,33.3,3,3,100.0,50.0,59.0,25,0,0,50.0,50.0,59.0,59.0,11.0,11.0,33.3,33.3,,,,,,
2025-11-03,UTAH,Utah Jazz,Lauri Markkanen,20.0,9.0,2.0,7,17,41.2,2,6,33.3,4,4,100.0,47.1,53.3,37,0,0,47.1,47.1,53.3,53.3,20.0,20.0,33.3,33.3,,,,,,
2025-11-03,MIN,Minnesota Timberwolves,Leonard Miller,2.0,1.0,0.0,1,2,50.0,0,1,0.0,0,0,0.0,50.0,50.0,3,0,0,50.0,50.0,50.0,50.0,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,BOS,Boston Celtics,Luka Garza,2.0,2.0,1.0,0,2,0.0,0,2,0.0,2,2,100.0,0.0,34.7,11,0,0,0.0,0.0,34.7,34.7,2.0,2.0,0.0,0.0,,,,,,
2025-11-03,IND,Indiana Pacers,Mac McClung,0.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,WSH,Washington Wizards,Malaki Branham,5.0,1.0,0.0,2,3,66.7,1,2,50.0,0,2,0.0,83.3,64.4,4,0,0,83.3,83.3,64.4,64.4,5.0,5.0,50.0,50.0,,,,,,
2025-11-03,LAL,Los Angeles Lakers,Marcus Smart,9.0,2.0,5.0,3,11,27.3,1,5,20.0,2,2,100.0,31.8,37.9,32,0,0,31.8,31.8,37.9,37.9,9.0,9.0,20.0,20.0,,,,,,
2025-11-03,WSH,Washington Wizards,Marvin Bagley III,6.0,7.0,0.0,2,3,66.7,0,1,0.0,2,2,100.0,66.7,77.3,14,0,0,66.7,66.7,77.3,77.3,6.0,6.0,0.0,0.0,,,,,,
2025-11-03,DAL,Dallas Mavericks,Max Christie,17.0,4.0,6.0,6,10,60.0,3,6,50.0,2,4,50.0,75.0,72.3,33,0,0,75.0,75.0,72.3,72.3,17.0,17.0,50.0,50.0,,,,,,
2025-11-03,NY,New York Knicks,Mikal Bridges,10.0,2.0,4.0,4,8,50.0,2,3,66.7,0,0,0.0,62.5,62.5,29,0,0,62.5,62.5,62.5,62.5,10.0,10.0,66.7,66.7,,,,,,
2025-11-03,MIN,Minnesota Timberwolves,Mike Conley,9.0,3.0,7.0,3,5,60.0,2,4,50.0,1,1,100.0,80.0,82.7,24,0,0,80.0,80.0,82.7,82.7,9.0,9.0,50.0,50.0,,,,,,
2025-11-03,NY,New York Knicks,Miles McBride,3.0,3.0,3.0,1,3,33.3,1,2,50.0,0,0,0.0,50.0,50.0,14,0,0,50.0,50.0,50.0,50.0,3.0,3.0,50.0,50.0,,,,,,
2025-11-03,NY,New York Knicks,Mohamed Diawara,0.0,0.0,1.0,0,1,0.0,0,0,0.0,0,2,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,DAL,Dallas Mavericks,Moussa Cisse,4.0,2.0,0.0,2,4,50.0,0,0,0.0,0,0,0.0,50.0,50.0,14,0,0,50.0,50.0,50.0,50.0,4.0,4.0,0.0,0.0,,,,,,
2025-11-03,MIL,Milwaukee Bucks,Myles Turner,9.0,7.0,1.0,3,7,42.9,2,6,33.3,1,2,50.0,57.1,57.1,32,0,0,57.1,57.1,57.1,57.1,9.0,9.0,33.3,33.3,,,,,,
2025-11-03,DAL,Dallas Mavericks,Naji Marshall,9.0,2.0,2.0,4,11,36.4,1,4,25.0,0,0,0.0,40.9,40.9,22,0,0,40.9,40.9,40.9,40.9,9.0,9.0,25.0,25.0,,,,,,
2025-11-03,MIN,Minnesota Timberwolves,Naz Reid,21.0,3.0,2.0,7,10,70.0,4,6,66.7,3,3,100.0,90.0,92.8,24,0,1,90.0,90.0,92.8,92.8,21.0,21.0,66.7,66.7,,,,,,
2025-11-03,BOS,Boston Celtics,Neemias Queta,9.0,8.0,1.0,4,4,100.0,0,0,0.0,1,3,33.3,100.0,84.6,26,0,0,100.0,100.0,84.6,84.6,9.0,9.0,0.0,0.0,,,,,,
2025-11-03,BKN,Brooklyn Nets,Nic Claxton,19.0,8.0,7.0,6,6,100.0,0,0,0.0,7,12,58.3,100.0,84.2,30,0,0,100.0,100.0,84.2,84.2,19.0,19.0,0.0,0.0,,,,,,
2025-11-03,LAL,Los Angeles Lakers,Nick Smith Jr.,25.0,1.0,6.0,10,15,66.7,5,6,83.3,0,0,0.0,83.3,83.3,27,0,1,83.3,83.3,83.3,83.3,25.0,25.0,83.3,83.3,,,,,,
2025-11-03,LAC,LA Clippers,Nicolas Batum,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,DEN,Denver Nuggets,Nikola Jokic,34.0,7.0,14.0,14,22,63.6,4,10,40.0,2,3,66.7,72.7,72.9,36,1,1,72.7,72.7,72.9,72.9,34.0,34.0,40.0,40.0,,,,,,
2025-11-03,MIA,Miami Heat,Nikola Jovic,7.0,4.0,4.0,2,5,40.0,0,1,0.0,3,4,75.0,40.0,51.8,18,0,0,40.0,40.0,51.8,51.8,7.0,7.0,0.0,0.0,,,,,,
2025-11-03,SAC,Sacramento Kings,Nique Clifford,8.0,1.0,3.0,4,9,44.4,0,2,0.0,0,0,0.0,44.4,44.4,19,0,0,44.4,44.4,44.4,44.4,8.0,8.0,0.0,0.0,,,,,,
2025-11-03,BKN,Brooklyn Nets,Noah Clowney,15.0,6.0,1.0,5,14,35.7,4,12,33.3,1,2,50.0,50.0,50.4,32,0,1,50.0,50.0,50.4,50.4,15.0,15.0,33.3,33.3,,,,,,
2025-11-03,BKN,Brooklyn Nets,Nolan Traore,0.0,0.0,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,MIA,Miami Heat,Norman Powell,21.0,2.0,2.0,6,10,60.0,2,3,66.7,7,7,100.0,70.0,80.3,28,0,0,70.0,70.0,80.3,80.3,21.0,21.0,66.7,66.7,,,,,,
2025-11-03,NY,New York Knicks,OG Anunoby,16.0,6.0,2.0,7,13,53.8,2,5,40.0,0,0,0.0,61.5,61.5,32,0,0,61.5,61.5,61.5,61.5,16.0,16.0,40.0,40.0,,,,,,
2025-11-03,DAL,Dallas Mavericks,P.J. Washington,29.0,12.0,3.0,11,20,55.0,1,5,20.0,6,10,60.0,57.5,59.4,36,0,0,57.5,57.5,59.4,59.4,29.0,29.0,20.0,20.0,,,,,,
2025-11-03,NY,New York Knicks,Pacome Dadiet,0.0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,IND,Indiana Pacers,Pascal Siakam,32.0,5.0,8.0,11,24,45.8,1,6,16.7,9,12,75.0,47.9,54.6,38,1,0,47.9,47.9,54.6,54.6,32.0,32.0,16.7,16.7,,,,,,
2025-11-03,DET,Detroit Pistons,Paul Reed,0.0,1.0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2025-11-03,BOS,Boston Celtics,Payton Pritchard,18.0,5.0,3.0,7,15,46.7,4,11,36.4,0,0,0.0,60.0,60.0,35,0,1,60.0,60.0,60.0,60.0,18.0,18.0,36.4,36.4,,,,,,
2025-11-03,MIA,Miami Heat,Pelle Larsson,7.0,1.0,3.0,2,4,50.0,1,2,50.0,2,4,50.0,62.5,60.8,24,0,0,62.5,62.5,60.8,60.8,7.0,7.0,50.0,50.0,,,,,,
