PLAYER,TEAM,TEAM_FULL,GAME_DATE,r3_PTS,r5_PTS,r3_FG3_PCT,r5_FG3_PCT,r3_EFG,r5_EFG,r3_TS,r5_TS
Nic Claxton,BKN,Brooklyn Nets,2025-11-07,18.0,18.2,0.0,0.0,76.85185185185185,72.08513708513708,77.09041843520625,71.60518962640651
Ausar Thompson,DET,Detroit Pistons,2025-11-07,13.666666666666666,13.6,0.0,16.666666666666664,55.15873015873016,50.357142857142854,52.71863592045892,49.49129638958916
Trayce Jackson-Davis,GS,Golden State Warriors,2025-11-07,6.0,4.5,0.0,0.0,53.333333333333336,40.0,55.885256946380444,41.91394270978533
Anthony Gill,WSH,Washington Wizards,2025-11-07,1.6666666666666667,1.6666666666666667,33.333333333333336,33.333333333333336,83.33333333333333,83.33333333333333,83.33333333333333,83.33333333333333
Jalen Johnson,ATL,Atlanta Hawks,2025-11-07,20.333333333333332,21.2,46.666666666666664,34.666666666666664,63.00054112554113,62.17532467532468,65.3728705295285,65.2367021221661
Alperen Sengun,HOU,Houston Rockets,2025-11-07,23.666666666666668,21.0,5.5555555555555545,20.0,46.86147186147186,52.82842157842158,52.77855409607716,57.2423812138652
Tyson Etienne,BKN,Brooklyn Nets,2025-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joan Beringer,MIN,Minnesota Timberwolves,2025-11-07,2.6666666666666665,2.0,0.0,0.0,66.66666666666667,50.0,62.4031007751938,46.80232558139535
Jalen Wilson,BKN,Brooklyn Nets,2025-11-07,7.333333333333333,6.0,41.666666666666664,35.0,63.333333333333336,53.0,71.47834274952919,60.49204766652424
Amen Thompson,HOU,Houston Rockets,2025-11-07,23.0,20.8,38.888888888888886,43.33333333333333,52.49287749287749,53.0982905982906,55.954638132257095,57.02691000043565
Day'Ron Sharpe,BKN,Brooklyn Nets,2025-11-07,5.0,3.6,16.666666666666668,10.0,67.77777777777779,47.333333333333336,54.95316212412416,43.110786163363386
Jock Landale,MEM,Memphis Grizzlies,2025-11-07,11.666666666666666,13.0,47.22222222222222,68.33333333333333,65.07936507936508,74.04761904761905,65.35087719298245,74.72854433380749
Johnny Juzang,MIN,Minnesota Timberwolves,2025-11-07,1.5,1.5,50.0,50.0,75.0,75.0,75.0,75.0
Amir Coffey,MIL,Milwaukee Bucks,2025-11-07,0.6666666666666666,1.2,0.0,0.0,16.666666666666668,23.333333333333332,16.666666666666668,23.333333333333332
Joe Ingles,MIN,Minnesota Timberwolves,2025-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Suggs,ORL,Orlando Magic,2025-11-07,10.666666666666666,10.0,44.444444444444436,41.66666666666666,60.0,54.375,61.689189189189186,62.39592414995641
Tristan da Silva,ORL,Orlando Magic,2025-11-07,11.0,13.4,46.666666666666664,46.57142857142857,59.88636363636363,64.41666666666667,59.88636363636363,66.5281036168133
John Konchar,MEM,Memphis Grizzlies,2025-11-07,2.0,2.75,33.333333333333336,37.5,50.0,58.333333333333336,50.0,58.333333333333336
Neemias Queta,BOS,Boston Celtics,2025-11-07,9.666666666666666,8.4,0.0,0.0,75.0,78.33333333333333,69.30576143106198,75.55861213814029
Tristan Vukcevic,WSH,Washington Wizards,2025-11-07,4.333333333333333,3.2,33.333333333333336,20.0,83.33333333333333,60.0,75.11789787478389,57.36582069208346
Tyrese Martin,BKN,Brooklyn Nets,2025-11-07,10.0,8.6,32.38095238095238,32.76190476190476,45.67099567099567,44.54545454545455,44.87643839822874,44.39898131850713
Chris Youngblood,OKC,Oklahoma City Thunder,2025-11-07,2.6666666666666665,1.6,22.222222222222218,13.333333333333332,33.333333333333336,20.0,44.90740740740741,26.944444444444446
Cedric Coward,MEM,Memphis Grizzlies,2025-11-07,15.0,14.0,36.666666666666664,22.0,59.074074074074076,53.82828282828283,66.01463385850003,61.28532109181058
Lauri Markkanen,UTAH,Utah Jazz,2025-11-07,19.0,23.8,19.444444444444443,24.939393939393938,39.60402342755284,45.40527119938885,47.024153522909735,51.309840828637675
Cole Anthony,MIL,Milwaukee Bucks,2025-11-07,11.333333333333334,10.6,31.666666666666668,24.714285714285715,54.53042328042327,48.38492063492064,55.391749723145075,50.049257484160265
Paolo Banchero,ORL,Orlando Magic,2025-11-07,21.666666666666668,21.8,27.777777777777775,26.666666666666664,50.833333333333336,54.25,61.53291014098582,60.80241334704482
Kelly Olynyk,SA,San Antonio Spurs,2025-11-07,3.0,3.0,0.0,0.0,100.0,100.0,100.0,100.0
Ronald Holland II,DET,Detroit Pistons,2025-11-07,9.333333333333334,8.0,61.11111111111111,44.666666666666664,58.23412698412699,51.44047619047619,60.35322569657334,52.711935417944005
Khris Middleton,WSH,Washington Wizards,2025-11-07,5.333333333333333,7.25,33.333333333333336,33.33333333333333,63.888888888888886,58.14393939393939,59.380692167577415,57.2706288435514
Klay Thompson,DAL,Dallas Mavericks,2025-11-07,5.333333333333333,6.4,20.833333333333332,24.404761904761905,35.44973544973545,38.492063492063494,35.44973544973545,38.492063492063494
Keyonte George,UTAH,Utah Jazz,2025-11-07,22.666666666666668,22.0,33.333333333333336,34.0,51.91798941798942,48.595238095238095,58.97102796444426,58.22247753996252
Dalen Terry,CHI,Chicago Bulls,2025-11-07,2.3333333333333335,2.3333333333333335,33.333333333333336,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
Gui Santos,GS,Golden State Warriors,2025-11-07,0.3333333333333333,1.6,0.0,20.0,0.0,35.0,8.865248226950355,40.31914893617021
Rudy Gobert,MIN,Minnesota Timberwolves,2025-11-07,10.0,10.6,0.0,0.0,88.88888888888887,82.66666666666666,81.22613592974417,77.6076954796943
Maxime Raynaud,SAC,Sacramento Kings,2025-11-07,4.666666666666667,4.666666666666667,0.0,0.0,21.11111111111111,21.11111111111111,33.26330532212885,33.26330532212885
Liam McNeeley,CHA,Charlotte Hornets,2025-11-07,4.333333333333333,3.8,46.666666666666664,28.0,66.66666666666667,50.0,87.11034141514102,63.544400337806415
Devin Carter,SAC,Sacramento Kings,2025-11-07,0.6666666666666666,1.2,0.0,0.0,0.0,20.0,8.591065292096221,26.431234919938582
Kevin Love,UTAH,Utah Jazz,2025-11-07,2.6666666666666665,2.75,16.666666666666668,12.5,27.777777777777782,20.833333333333336,38.281979458450046,38.684888849156685
Cason Wallace,OKC,Oklahoma City Thunder,2025-11-07,10.666666666666666,11.4,52.77777777777777,56.666666666666664,74.30555555555556,78.01190476190476,74.30555555555556,80.3908070077346
Cam Spencer,MEM,Memphis Grizzlies,2025-11-07,14.666666666666666,12.0,57.40740740740741,45.77777777777777,80.55555555555556,65.95238095238095,82.79355220349008,70.21619097984694
Kyle Kuzma,MIL,Milwaukee Bucks,2025-11-07,14.666666666666666,15.2,41.11111111111111,29.666666666666664,62.38095238095238,60.27472527472528,66.94132321798982,64.26111945287265
Gary Payton II,GS,Golden State Warriors,2025-11-07,1.6666666666666667,1.0,33.333333333333336,20.0,66.66666666666667,40.0,66.66666666666667,40.0
Kyle Anderson,UTAH,Utah Jazz,2025-11-07,7.0,7.0,0.0,0.0,47.61904761904762,47.61904761904762,52.21191275322922,52.21191275322922
Pat Connaughton,CHA,Charlotte Hornets,2025-11-07,5.0,3.75,50.0,37.5,61.666666666666664,46.25,65.49180327868852,49.118852459016395
Clint Capela,HOU,Houston Rockets,2025-11-07,3.3333333333333335,3.6,0.0,0.0,50.0,46.666666666666664,51.38888888888889,53.12558356676004
Kristaps Porzingis,ATL,Atlanta Hawks,2025-11-07,15.666666666666666,15.2,4.761904761904762,15.238095238095235,32.85984848484849,40.54924242424242,50.492283484609516,51.25192221075273
Kyle Filipowski,UTAH,Utah Jazz,2025-11-07,8.666666666666666,6.4,30.555555555555554,18.333333333333332,43.43915343915344,38.06349206349206,48.82911356450344,41.297468138702065
Gary Trent Jr.,MIL,Milwaukee Bucks,2025-11-07,7.333333333333333,10.4,33.333333333333336,39.04761904761905,46.75925925925926,55.198412698412696,48.49321371060501,56.05982878261231
GG Jackson,MEM,Memphis Grizzlies,2025-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Dillingham,MIN,Minnesota Timberwolves,2025-11-07,7.0,6.6,11.111111111111109,6.666666666666666,37.83068783068783,40.698412698412696,41.97050112939354,43.18230067763612
Cody Williams,UTAH,Utah Jazz,2025-11-07,4.333333333333333,4.25,16.666666666666668,12.5,33.33333333333333,50.0,34.33462532299741,50.75096899224806
Caris LeVert,DET,Detroit Pistons,2025-11-07,8.0,6.6,21.666666666666668,33.0,52.77777777777778,44.0,55.22083262914765,47.79494683487256
Giannis Antetokounmpo,MIL,Milwaukee Bucks,2025-11-07,32.0,31.8,27.777777777777775,36.666666666666664,61.631944444444436,64.6015442890443,62.61919179264456,65.89424351368712
Duncan Robinson,DET,Detroit Pistons,2025-11-07,9.0,12.0,36.11111111111111,45.0,59.206349206349216,66.3030303030303,56.81331077270164,65.82166374524347
Quinten Post,GS,Golden State Warriors,2025-11-07,9.333333333333334,7.4,55.55555555555555,37.33333333333333,72.22222222222223,54.583333333333336,72.22222222222223,54.583333333333336
Franz Wagner,ORL,Orlando Magic,2025-11-07,23.333333333333332,22.6,22.857142857142858,38.71428571428571,47.641325536062375,51.174081035923145,57.224824244798434,58.45293521863724
Reed Sheppard,HOU,Houston Rockets,2025-11-07,11.0,10.4,44.047619047619044,42.42857142857143,67.14285714285715,66.0,65.45314900153609,67.6853509393832
Goga Bitadze,ORL,Orlando Magic,2025-11-07,6.333333333333333,7.0,16.666666666666668,30.0,64.58333333333333,71.25,66.71099290780143,73.54010925819436
Kon Knueppel,CHA,Charlotte Hornets,2025-11-07,24.666666666666668,16.8,37.635327635327634,30.081196581196583,55.943627450980394,45.2328431372549,60.78871731243898,49.86729246573599
Nique Clifford,SAC,Sacramento Kings,2025-11-07,6.666666666666667,5.0,16.666666666666668,12.5,37.73148148148148,28.29861111111111,37.33733733733734,28.003003003003002
Chaz Lanier,DET,Detroit Pistons,2025-11-07,0.6666666666666666,0.6666666666666666,0.0,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
Luka Garza,BOS,Boston Celtics,2025-11-07,2.0,3.0,0.0,20.0,11.111111111111109,24.666666666666664,34.25925925925926,38.55555555555556
Leonard Miller,MIN,Minnesota Timberwolves,2025-11-07,3.3333333333333335,3.3333333333333335,0.0,0.0,66.66666666666667,66.66666666666667,63.45381526104418,63.45381526104418
Keon Ellis,SAC,Sacramento Kings,2025-11-07,6.0,5.8,29.166666666666668,32.5,41.25,51.41666666666667,41.25,51.37790697674419
PJ Hall,MEM,Memphis Grizzlies,2025-11-07,1.0,1.0,0.0,0.0,0.0,0.0,26.595744680851062,26.595744680851062
Malik Monk,SAC,Sacramento Kings,2025-11-07,17.0,15.0,49.444444444444436,37.08333333333333,72.22222222222223,64.88095238095238,75.32932416953035,69.33945888057244
Hugo Gonzalez,BOS,Boston Celtics,2025-11-07,2.3333333333333335,3.8,33.333333333333336,36.666666666666664,54.166666666666664,51.25,54.166666666666664,51.25
Donte DiVincenzo,MIN,Minnesota Timberwolves,2025-11-07,16.333333333333332,16.2,38.869463869463864,43.655011655011656,55.179738562091494,60.964985994397765,56.750678954991145,62.97410464346615
Ryan Rollins,MIL,Milwaukee Bucks,2025-11-07,13.666666666666666,17.8,45.55555555555555,41.61904761904761,58.012820512820504,61.87728937728938,57.8651693263054,61.36371146619956
E.J. Liddell,BKN,Brooklyn Nets,2025-11-07,1.0,1.0,0.0,0.0,25.0,25.0,25.0,25.0
Kentavious Caldwell-Pope,MEM,Memphis Grizzlies,2025-11-07,6.0,8.4,22.222222222222218,31.333333333333332,32.738095238095234,40.082417582417584,42.232630757220925,48.698086151084645
Buddy Hield,GS,Golden State Warriors,2025-11-07,9.666666666666666,8.0,53.333333333333336,47.0,68.57142857142857,61.97619047619047,71.43954355935922,63.697059468948865
Larry Nance Jr.,CLE,Cleveland Cavaliers,2025-11-07,4.666666666666667,2.8,27.777777777777775,16.666666666666664,50.925925925925924,30.555555555555554,50.925925925925924,30.555555555555554
Payton Pritchard,BOS,Boston Celtics,2025-11-07,21.0,18.4,44.06565656565656,33.66161616161616,64.09722222222221,58.28186274509803,66.34520415436309,60.9981430704603
Olivier-Maxence Prosper,MEM,Memphis Grizzlies,2025-11-07,2.0,2.0,0.0,0.0,22.222222222222218,22.222222222222218,25.773195876288664,25.773195876288664
Sam Hauser,BOS,Boston Celtics,2025-11-07,3.3333333333333335,3.8,16.38888888888889,28.166666666666664,20.833333333333332,32.5,22.09084084084084,33.25450450450451
Pat Spencer,GS,Golden State Warriors,2025-11-07,7.666666666666667,5.75,25.0,18.75,42.61904761904762,31.964285714285715,48.29931972789115,36.224489795918366
Ryan Kalkbrenner,CHA,Charlotte Hornets,2025-11-07,7.333333333333333,9.0,0.0,0.0,68.25396825396825,68.73015873015872,69.07364038511578,69.86932547400733
Drew Eubanks,SAC,Sacramento Kings,2025-11-07,12.666666666666666,10.6,0.0,0.0,85.35353535353535,87.87878787878789,79.54820579164947,80.61798489665979
Chet Holmgren,OKC,Oklahoma City Thunder,2025-11-07,10.5,10.5,0.0,0.0,47.22222222222222,47.22222222222222,53.47987323289308,53.47987323289308
Paul Reed,DET,Detroit Pistons,2025-11-07,2.6666666666666665,2.0,0.0,0.0,50.0,37.5,42.43986254295533,31.829896907216497
Russell Westbrook,SAC,Sacramento Kings,2025-11-07,24.333333333333332,19.4,60.18518518518518,41.11111111111111,72.0211161387632,58.92695539754364,73.6426061954291,62.95219327210433
Luke Travers,CLE,Cleveland Cavaliers,2025-11-07,2.0,2.0,0.0,0.0,11.111111111111109,11.111111111111109,22.851064824555255,22.851064824555255
Caleb Martin,DAL,Dallas Mavericks,2025-11-07,0.0,1.6,0.0,10.0,0.0,16.666666666666668,0.0,22.40836197021764
Elijah Harkless,UTAH,Utah Jazz,2025-11-07,2.3333333333333335,2.6,33.333333333333336,26.666666666666664,58.333333333333336,45.0,80.20065520065519,63.43954205656333
Kevin Durant,HOU,Houston Rockets,2025-11-07,18.666666666666668,22.6,41.666666666666664,48.33333333333333,38.88888888888889,53.38118022328549,45.76393281326869,58.60358057302119
Noah Clowney,BKN,Brooklyn Nets,2025-11-07,17.0,11.6,41.11111111111111,24.666666666666664,60.541310541310544,41.32478632478633,63.38039877129077,48.57040793747326
Draymond Green,GS,Golden State Warriors,2025-11-07,9.0,8.2,33.333333333333336,33.33333333333333,60.27777777777778,56.16666666666667,57.86092214663643,54.71655328798185
Ousmane Dieng,OKC,Oklahoma City Thunder,2025-11-07,2.3333333333333335,2.4,11.111111111111109,26.666666666666664,15.555555555555555,49.33333333333333,19.689922480620154,51.81395348837209
Drake Powell,BKN,Brooklyn Nets,2025-11-07,4.0,4.0,0.0,0.0,71.42857142857143,71.42857142857143,71.42857142857143,71.42857142857143
Precious Achiuwa,SAC,Sacramento Kings,2025-11-07,4.0,4.0,0.0,0.0,60.0,60.0,65.82278481012658,65.82278481012658
Egor Demin,BKN,Brooklyn Nets,2025-11-07,3.3333333333333335,3.8,13.333333333333334,21.333333333333332,25.0,32.5,25.0,33.31395348837209
Cade Cunningham,DET,Detroit Pistons,2025-11-07,32.666666666666664,29.8,38.888888888888886,36.19047619047619,65.6878306878307,59.82936507936508,67.88588400524893,62.94010880385015
Tyrese Proctor,CLE,Cleveland Cavaliers,2025-11-08,7.666666666666667,6.2,41.111111111111114,24.666666666666668,61.666666666666664,49.38095238095238,58.70673952641166,51.247607780648174
Matas Buzelis,CHI,Chicago Bulls,2025-11-08,11.333333333333334,12.2,27.777777777777775,38.0,43.783993783993786,48.99766899766899,48.856807468830795,53.09577897727869
De'Aaron Fox,SA,San Antonio Spurs,2025-11-08,24.0,24.0,40.0,40.0,71.42857142857143,71.42857142857143,74.07407407407408,74.07407407407408
Lindy Waters III,SA,San Antonio Spurs,2025-11-08,4.0,4.0,66.66666666666667,66.66666666666667,100.0,100.0,100.0,100.0
Joel Embiid,PHI,Philadelphia 76ers,2025-11-08,23.0,23.5,30.555555555555554,35.416666666666664,50.44642857142858,53.27599789915966,59.045176580231534,60.19528773048934
Christian Braun,DEN,Denver Nuggets,2025-11-08,10.333333333333334,11.4,8.333333333333334,11.666666666666666,41.07142857142858,46.30952380952381,43.837382699984204,48.612851423149046
John Collins,LAC,LA Clippers,2025-11-08,16.333333333333332,15.0,61.11111111111111,51.33333333333333,66.09848484848486,63.56818181818183,69.67117259679452,65.70217573341097
Dillon Brooks,PHX,Phoenix Suns,2025-11-08,16.0,16.0,66.66666666666666,66.66666666666666,83.33333333333334,83.33333333333334,88.10572687224669,88.10572687224669
Tyrese Maxey,PHI,Philadelphia 76ers,2025-11-08,32.333333333333336,29.8,43.333333333333336,43.777777777777786,58.87820512820513,59.405870445344135,61.9024002324659,63.29235929945095
Dwight Powell,DAL,Dallas Mavericks,2025-11-08,0.6666666666666666,1.4,0.0,0.0,16.666666666666668,30.0,16.666666666666668,31.551724137931036
Patrick Williams,CHI,Chicago Bulls,2025-11-08,6.666666666666667,8.0,41.666666666666664,40.71428571428571,53.333333333333336,54.222222222222214,56.34920634920635,58.00772741616446
Jalen Smith,CHI,Chicago Bulls,2025-11-08,13.0,12.2,47.61904761904762,48.57142857142857,84.02777777777777,83.55952380952381,84.46911932901259,83.81730657656051
Andre Drummond,PHI,Philadelphia 76ers,2025-11-08,7.333333333333333,6.8,33.333333333333336,30.0,54.285714285714285,57.57142857142858,59.36675216534701,63.225093316014934
Deni Avdija,POR,Portland Trail Blazers,2025-11-08,30.666666666666668,26.8,28.888888888888886,27.333333333333332,51.37955182072829,53.13542340012928,63.00775151960992,62.951337520141465
Sam Merrill,CLE,Cleveland Cavaliers,2025-11-08,12.0,12.0,64.44444444444444,64.44444444444444,88.8888888888889,88.8888888888889,89.4702842377261,89.4702842377261
Alex Sarr,WSH,Washington Wizards,2025-11-08,22.666666666666668,19.4,26.666666666666668,16.0,55.44117647058823,53.26470588235294,57.58696254975572,55.76805607450947
Marvin Bagley III,WSH,Washington Wizards,2025-11-08,7.666666666666667,7.4,0.0,0.0,46.82539682539683,52.857142857142854,56.44910221216975,60.76195028164648
Moussa Cisse,DAL,Dallas Mavericks,2025-11-08,5.0,4.75,0.0,0.0,48.888888888888886,49.166666666666664,42.16183514826049,44.12137636119537
Aaron Nesmith,IND,Indiana Pacers,2025-11-08,19.0,20.0,43.51851851851851,40.2020202020202,55.53921568627451,53.754151421334086,60.35368894227906,59.62844593132273
Deandre Ayton,LAL,Los Angeles Lakers,2025-11-08,20.666666666666668,17.6,0.0,0.0,80.97165991902834,76.46178383020488,82.85543739615012,77.99818202695748
Malaki Branham,WSH,Washington Wizards,2025-11-08,5.666666666666667,5.666666666666667,16.666666666666668,16.666666666666668,64.44444444444444,64.44444444444444,62.79916224404726,62.79916224404726
Collin Murray-Boyles,TOR,Toronto Raptors,2025-11-08,5.666666666666667,7.6,50.0,30.0,48.61111111111111,47.166666666666664,46.75925925925926,48.64744882255765
Jarred Vanderbilt,LAL,Los Angeles Lakers,2025-11-08,7.0,5.4,33.333333333333336,20.0,77.77777777777779,66.66666666666667,82.6186156468195,73.4600582769806
Oso Ighodaro,PHX,Phoenix Suns,2025-11-08,0.6666666666666666,2.8,0.0,0.0,8.333333333333334,33.0,8.333333333333334,33.61855670103093
N'Faly Dante,ATL,Atlanta Hawks,2025-11-08,1.0,1.0,0.0,0.0,50.0,50.0,50.0,50.0
Jay Huff,IND,Indiana Pacers,2025-11-08,6.666666666666667,5.6,14.814814814814815,8.88888888888889,30.0,23.0,35.84767240229424,29.705324752851958
Zaccharie Risacher,ATL,Atlanta Hawks,2025-11-08,18.666666666666668,15.4,33.452380952380956,28.642857142857146,54.01785714285714,53.24404761904761,58.8859426490523,56.16489892276471
Marcus Smart,LAL,Los Angeles Lakers,2025-11-08,10.333333333333334,10.8,11.428571428571429,20.428571428571427,38.93939393939394,49.33585858585859,51.07095732095732,57.08280609346959
Onyeka Okongwu,ATL,Atlanta Hawks,2025-11-08,11.0,10.8,16.666666666666668,30.0,46.507936507936506,50.04761904761905,51.92236083325192,53.488546374941805
Jarrett Allen,CLE,Cleveland Cavaliers,2025-11-08,17.0,16.75,0.0,0.0,56.18401206636501,56.42372333548804,57.668788429486625,62.262998166221436
Jaxson Hayes,LAL,Los Angeles Lakers,2025-11-08,5.666666666666667,6.8,0.0,20.0,63.888888888888886,69.76190476190476,63.08243727598566,66.22247823860727
Corey Kispert,WSH,Washington Wizards,2025-11-08,9.333333333333334,9.0,50.0,45.0,65.0,64.66666666666666,67.18027191722838,66.11048873173237
Zeke Nnaji,DEN,Denver Nuggets,2025-11-08,3.0,3.0,33.333333333333336,33.333333333333336,63.888888888888886,63.888888888888886,56.37522768670309,56.37522768670309
Cooper Flagg,DAL,Dallas Mavericks,2025-11-08,14.666666666666666,14.4,15.0,23.666666666666664,46.57894736842105,45.661654135338345,48.11988574957542,50.004351541069454
Donovan Mitchell,CLE,Cleveland Cavaliers,2025-11-08,33.0,30.2,45.404040404040394,49.02020202020202,62.599206349206355,65.29761904761905,67.32901993388934,67.99165055532183
Mark Williams,PHX,Phoenix Suns,2025-11-08,16.0,12.8,0.0,0.0,59.25925925925926,57.55555555555556,67.41656076811749,62.402904190999195
Ochai Agbaji,TOR,Toronto Raptors,2025-11-08,1.3333333333333333,1.6,0.0,0.0,16.666666666666668,16.666666666666664,16.666666666666668,23.05110769905681
P.J. Washington,DAL,Dallas Mavericks,2025-11-08,14.333333333333334,15.6,22.222222222222218,17.333333333333332,46.324786324786324,43.91025641025641,53.0326437985511,48.320216796154625
Jarace Walker,IND,Indiana Pacers,2025-11-08,10.666666666666666,11.0,19.444444444444443,24.999999999999996,43.53535353535354,42.873348873348874,43.91114420069025,44.66739963105597
Naji Marshall,DAL,Dallas Mavericks,2025-11-08,17.666666666666668,13.8,29.76190476190476,29.523809523809526,55.0,55.18181818181817,61.86450810977286,59.30052304768189
Collin Gillespie,PHX,Phoenix Suns,2025-11-08,7.333333333333333,9.8,30.0,38.0,32.05128205128205,47.23076923076923,35.11112418070014,49.85343921430244
Cody Martin,IND,Indiana Pacers,2025-11-08,2.0,2.0,0.0,0.0,16.666666666666664,16.666666666666664,29.964539007092196,29.964539007092196
Jamal Shead,TOR,Toronto Raptors,2025-11-08,4.666666666666667,6.4,31.11111111111111,52.0,33.92857142857143,57.857142857142854,38.505074160811866,61.81593771757706
Duop Reath,POR,Portland Trail Blazers,2025-11-08,6.0,6.75,48.888888888888886,49.166666666666664,73.33333333333333,71.07142857142857,73.33333333333333,71.07142857142857
VJ Edgecombe,PHI,Philadelphia 76ers,2025-11-08,10.0,12.6,22.222222222222218,30.0,32.14285714285714,45.4978354978355,34.913372337770255,48.230523511249224
Jeremy Sochan,SA,San Antonio Spurs,2025-11-08,9.333333333333334,9.333333333333334,16.666666666666668,16.666666666666668,58.730158730158735,58.730158730158735,63.8881123225546,63.8881123225546
Donovan Clingan,POR,Portland Trail Blazers,2025-11-08,7.333333333333333,6.4,19.444444444444443,11.666666666666666,47.08994708994709,39.92063492063492,49.990599736792625,43.185972318654436
Pascal Siakam,IND,Indiana Pacers,2025-11-08,23.0,22.8,16.666666666666664,20.666666666666664,43.055555555555564,44.70289855072464,46.94827296999256,48.54928798166997
Victor Wembanyama,SA,San Antonio Spurs,2025-11-08,19.666666666666668,19.0,7.407407407407407,12.444444444444445,44.3609022556391,42.17554756456359,52.26864167973947,47.97075191152823
Jeremiah Robinson-Earl,IND,Indiana Pacers,2025-11-08,5.666666666666667,4.25,33.333333333333336,25.0,44.21296296296296,33.15972222222222,45.37429378531073,34.03072033898305
Mouhamed Gueye,ATL,Atlanta Hawks,2025-11-08,9.333333333333334,7.6,37.77777777777778,22.666666666666664,54.166666666666664,64.5,52.45937255583558,64.7522192781822
Lonzo Ball,CLE,Cleveland Cavaliers,2025-11-08,3.3333333333333335,4.2,11.111111111111109,20.666666666666664,25.0,32.42857142857143,25.0,32.42857142857143
James Harden,LAC,LA Clippers,2025-11-08,22.333333333333332,22.2,45.18518518518518,37.26495726495726,54.183006535947705,51.70278637770898,60.87585081820916,58.908212110561486
Norman Powell,MIA,Miami Heat,2025-11-08,23.333333333333332,22.75,36.666666666666664,44.166666666666664,49.51388888888889,54.63541666666667,58.54562048381988,63.978022702314455
Luka Doncic,LAL,Los Angeles Lakers,2025-11-08,28.666666666666668,32.5,28.484848484848488,31.363636363636367,45.62124513104905,49.95667458902753,53.30489987765296,56.787965861784954
Jamir Watkins,WSH,Washington Wizards,2025-11-08,2.0,2.0,0.0,0.0,25.0,25.0,25.0,25.0
Jerami Grant,POR,Portland Trail Blazers,2025-11-08,18.666666666666668,18.0,44.444444444444436,38.57142857142857,60.37037037037038,53.570707070707066,66.92949244041809,63.457671350433635
Adem Bona,PHI,Philadelphia 76ers,2025-11-08,2.0,2.0,0.0,0.0,27.777777777777775,36.666666666666664,29.487179487179485,37.69230769230769
Dru Smith,MIA,Miami Heat,2025-11-08,7.666666666666667,6.4,25.0,21.666666666666664,52.77777777777777,55.666666666666664,55.632716049382715,57.37962962962963
Craig Porter Jr.,CLE,Cleveland Cavaliers,2025-11-08,0.6666666666666666,2.2,0.0,10.0,8.333333333333334,35.0,8.333333333333334,33.50340136054422
De'Andre Hunter,CLE,Cleveland Cavaliers,2025-11-08,18.666666666666668,20.0,24.074074074074076,26.111111111111107,46.69312169312169,46.77404295051353,56.263712405590375,55.21501182997133
Jamison Battle,TOR,Toronto Raptors,2025-11-08,0.6666666666666666,4.4,0.0,20.0,16.666666666666668,38.57142857142857,16.666666666666668,38.57142857142857
Jaylon Tyson,CLE,Cleveland Cavaliers,2025-11-08,12.333333333333334,14.6,60.55555555555555,55.42424242424242,67.85714285714285,65.71428571428571,71.00178269277252,67.92358643402522
Jeremiah Fears,NO,New Orleans Pelicans,2025-11-08,14.0,14.2,22.222222222222218,31.333333333333336,42.908496732026144,45.195647489765136,46.87003268908456,48.91535160782712
Vit Krejci,ATL,Atlanta Hawks,2025-11-08,8.0,6.75,40.74074074074074,36.80555555555556,56.83760683760684,50.12820512820513,58.08491418247516,51.06368563685637
Tre Johnson,WSH,Washington Wizards,2025-11-08,11.666666666666666,10.4,47.22222222222222,38.333333333333336,53.96270396270396,48.48873348873349,57.083194583194576,50.98803750733011
Devin Vassell,SA,San Antonio Spurs,2025-11-08,15.333333333333334,13.4,38.333333333333336,29.666666666666664,51.46520146520147,45.32356532356532,54.544369326419854,47.24215608768972
Herbert Jones,NO,New Orleans Pelicans,2025-11-08,12.666666666666666,12.2,34.285714285714285,50.57142857142857,63.0976430976431,78.1919191919192,62.25473122024846,76.79469919726536
Caleb Houstan,ATL,Atlanta Hawks,2025-11-08,2.6666666666666665,2.6666666666666665,16.666666666666668,16.666666666666668,27.777777777777782,27.777777777777782,30.864197530864192,30.864197530864192
Ryan Dunn,PHX,Phoenix Suns,2025-11-08,8.666666666666666,11.2,20.63492063492063,30.238095238095234,50.555555555555564,58.25,53.92094017094018,61.58987594857159
Justin Edwards,PHI,Philadelphia 76ers,2025-11-08,4.333333333333333,3.6,33.333333333333336,26.666666666666664,53.888888888888886,46.33333333333333,53.888888888888886,46.33333333333333
Spencer Jones,DEN,Denver Nuggets,2025-11-08,3.3333333333333335,3.3333333333333335,16.666666666666668,16.666666666666668,65.27777777777777,65.27777777777777,64.93624772313296,64.93624772313296
Nicolas Batum,LAC,LA Clippers,2025-11-08,4.0,3.0,20.952380952380953,22.571428571428573,31.42857142857143,26.357142857142854,31.42857142857143,26.357142857142854
Brandon Williams,DAL,Dallas Mavericks,2025-11-08,11.666666666666666,9.8,19.444444444444443,16.666666666666664,51.041666666666664,50.625,52.41411951314671,52.8553158143519
